id	Accession	Gene.name	Protein.description	Protein.IDs	Majority.protein.IDs	Fasta.headers	Number.of.proteins	Peptides	Razor.and.unique.peptides	Unique.peptides	Sequence.coverage.percent	Mol.weight.kDa	Sequence.length	Q.value	Score	Intensity	MS.MS.count	Mock_01	Mock_02	Mock_03	BTX_01	BTX_02	BTX_03	Mock_01.norm	Mock_02.norm	Mock_03.norm	BTX_01.norm	BTX_02.norm	BTX_03.norm	log2FC	p.mod	p.adj.BH	Candidate
3192	D3ZZP2	Rab39a	RAB39, member RAS oncogene family (Predicted)	tr|D3ZZP2|D3ZZP2_RAT;tr|A0A0G2K201|A0A0G2K201_RAT	tr|D3ZZP2|D3ZZP2_RAT	tr|D3ZZP2|D3ZZP2_RAT RAB39, member RAS oncogene family (Predicted) OS=Rattus norvegicus OX=10116 GN=Rab39a PE=4 SV=1	2	6	5	5	26.7	24.92	217	0	45.511	163290000	8	16.530299642978	16.4484067256967	16.392216784849	16.4823037823232	16.2544750566941	16.6882503091332	-0.0976393077366842	0.00963311782885984	-0.022691317130969	0.0338752185016075	-0.00297503511876207	0.00225567073895921	-0.047951120386866	0.276585230389189	0.545249165397303	FALSE
3194	D3ZZR9	Fkbp2	Peptidylprolyl isomerase	tr|D3ZZR9|D3ZZR9_RAT	tr|D3ZZR9|D3ZZR9_RAT	tr|D3ZZR9|D3ZZR9_RAT Peptidylprolyl isomerase OS=Rattus norvegicus OX=10116 GN=Fkbp2 PE=1 SV=1	1	4	4	4	37.9	15.388	140	0	30.759	126690000	6	15.1442599173535	14.6480204643446	14.6618337562292	14.8984596804341	14.5956654257585	15.0617087046606	0.158996584342852	-0.14807752581915	-0.110398728046735	0.0927067343165738	-0.019109048350251	0.0183896839704481	-0.0638223464866017	0.488659333424143	0.713131818742653	FALSE
3195	D3ZZU4	Tmem160	Transmembrane protein 160	tr|D3ZZU4|D3ZZU4_RAT	tr|D3ZZU4|D3ZZU4_RAT	tr|D3ZZU4|D3ZZU4_RAT Transmembrane protein 160 OS=Rattus norvegicus OX=10116 GN=Tmem160 PE=1 SV=1	1	2	2	2	16	19.587	188	0	14.543	185400000	4	12.1058430490534	12.1887124646647	12.0882913573478	11.9292214159822	12.0211882051569	12.5258877981268	-0.233298795875012	0.0387359625831465	-0.0378196388459099	-0.230410042053117	0.052535219130367	0.128690265518892	-0.0610659715779721	0.606124573332669	0.789371537363476	FALSE
3196	D3ZZU8	Fn3k	Fructosamine 3 kinase	tr|D3ZZU8|D3ZZU8_RAT	tr|D3ZZU8|D3ZZU8_RAT	tr|D3ZZU8|D3ZZU8_RAT Fructosamine 3 kinase OS=Rattus norvegicus OX=10116 GN=Fn3k PE=4 SV=2	1	2	2	2	8.9	23.575	203	0	12.523	80184000	2	12.5246641381375	12.5679085550333	12.610724973387	12.6107019074275	12.2301705834958	12.501961549804	-0.153804812464384	0.0786049472783119	0.145286871519837	0.111743343718694	-0.0778095082041709	-0.234563088477448	0.0902387530988965	0.449185621511017	0.68633886789362	FALSE
3197	D3ZZV1	Pam16	Presequence translocase-associated motor 16	tr|D3ZZV1|D3ZZV1_RAT;sp|Q6EIX2|TIM16_RAT	tr|D3ZZV1|D3ZZV1_RAT	tr|D3ZZV1|D3ZZV1_RAT Presequence translocase-associated motor 16 OS=Rattus norvegicus OX=10116 GN=Pam16 PE=1 SV=1	2	5	5	5	56.8	13.771	125	0	129.43	188210000	7	16.2928787862977	16.1061335030133	15.9505103337004	16.0263289145541	15.8696179393624	16.3513361166225	0.0259239382508764	0.0283439978133586	-0.103413665611663	-0.0611155465995239	-0.026848049782486	0.0263255808962026	0.00416409531279304	0.936357569444177	0.97225814250269	FALSE
3198	D3ZZX1	Inpp5a	Inositol polyphosphate-5-phosphatase A	tr|D3ZZX1|D3ZZX1_RAT	tr|D3ZZX1|D3ZZX1_RAT	tr|D3ZZX1|D3ZZX1_RAT Inositol polyphosphate-5-phosphatase A OS=Rattus norvegicus OX=10116 GN=Inpp5a PE=1 SV=1	1	8	8	8	17.7	47.622	412	0	56.85	83793000	8	15.5894755970156	15.3316167738451	15.3623548174839	15.3718787182062	15.2580875097545	15.6754609109963	0.00664335196421106	-0.0620501283594234	-0.00744657883272509	-0.0314431399520579	0.0457441236049931	0.0345729782654026	-0.0372424390487584	0.377929506184609	0.632883471076507	FALSE
3199	D3ZZX9	Sfxn4	Sideroflexin 4	tr|D3ZZX9|D3ZZX9_RAT	tr|D3ZZX9|D3ZZX9_RAT	tr|D3ZZX9|D3ZZX9_RAT Sideroflexin 4 OS=Rattus norvegicus OX=10116 GN=Sfxn4 PE=4 SV=1	1	2	2	2	8.6	35.744	313	0	13.828	26375000	2	12.4637287065398	12.4781123206566	12.3199543106869	12.3161400841221	12.1654723322162	12.5041982867495	-0.0499580804594054	0.153590876504267	0.0192983724224153	-0.018036315983974	0.0222744041188289	-0.0675441879292312	0.0620790894205511	0.338733172300159	0.599908844106096	FALSE
3200	D3ZZZ9	Ctnnd1	Catenin (Cadherin associated protein), delta 1 (Predicted), isoform CRA_a	tr|D3ZZZ9|D3ZZZ9_RAT	tr|D3ZZZ9|D3ZZZ9_RAT	tr|D3ZZZ9|D3ZZZ9_RAT Catenin (Cadherin associated protein), delta 1 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Ctnnd1 PE=1 SV=1	1	19	19	19	22.3	104.07	932	0	213.44	425320000	21	16.7244072671023	16.5398857927515	16.5248171524073	16.2588972268761	16.0487422860565	16.494324348969	0.142850968252326	0.147494836748359	0.156291702291978	-0.143148685080784	-0.162325153891554	-0.145287637560523	0.299132994608508	4.80779164241269e-05	0.00378212942536465	FALSE
3201	D4A022	Gapvd1	GTPase-activating protein and VPS9 domains 1	tr|D4A022|D4A022_RAT	tr|D4A022|D4A022_RAT	tr|D4A022|D4A022_RAT GTPase-activating protein and VPS9 domains 1 OS=Rattus norvegicus OX=10116 GN=Gapvd1 PE=1 SV=3	1	4	4	4	3.1	165.16	1484	0	25.258	2921100000	4	14.8271441909843	14.6730329669618	14.6800847610925	14.7604080920677	14.5147756853853	15.0032982937372	-0.0617280552052641	-0.0266739363808605	0.00424336363762673	0.0510462327713405	-0.00360770190233772	0.0563703598681414	-0.0626558395618807	0.137785876493657	0.395488919330069	FALSE
3202	D4A040	Mrps11	Mitochondrial ribosomal protein S11	tr|D4A040|D4A040_RAT;tr|D4A0K2|D4A0K2_RAT	tr|D4A040|D4A040_RAT;tr|D4A0K2|D4A0K2_RAT	tr|D4A040|D4A040_RAT Mitochondrial ribosomal protein S11 OS=Rattus norvegicus OX=10116 GN=Mrps11 PE=1 SV=1;tr|D4A0K2|D4A0K2_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=3	2	2	2	2	13.6	20.168	191	0	12.955	20581000	2	12.1217925057692	11.978281447345	11.8744050764095	11.9140487132614	11.9163273512166	12.2498837907901	-0.0231488669761587	0.0225054174464966	-0.0575054476011772	-0.0513822725908737	0.141874837373139	0.0468867303652618	-0.0651760640927888	0.292350473663202	0.557372166753156	FALSE
3205	D4A0A1	Soga3	SOGA family member 3	tr|D4A0A1|D4A0A1_RAT;tr|D4A5D4|D4A5D4_RAT	tr|D4A0A1|D4A0A1_RAT	tr|D4A0A1|D4A0A1_RAT SOGA family member 3 OS=Rattus norvegicus OX=10116 GN=Soga3 PE=1 SV=1	2	13	13	13	15	103.02	944	0	109.92	203510000	17	17.0988751089688	16.853918673015	16.818532249463	16.5064470580225	16.271681866743	16.7424147077131	0.24061480999482	0.184823716887827	0.173302799223663	-0.172302854058376	-0.216089573329105	-0.17390127894037	0.387011677478053	2.83324878017718e-05	0.00309668436447682	FALSE
3207	D4A0E8	Prmt5	Protein arginine N-methyltransferase 5	tr|D4A0E8|D4A0E8_RAT	tr|D4A0E8|D4A0E8_RAT	tr|D4A0E8|D4A0E8_RAT Protein arginine N-methyltransferase 5 OS=Rattus norvegicus OX=10116 GN=Prmt5 PE=1 SV=1	1	7	7	7	13.8	72.694	637	0	45.309	46871000	10	14.047123912114	13.9112983519492	13.9417812422785	13.8656366240562	13.8025163651212	14.2086154087741	-0.0786071470202145	-0.0252673643381979	0.0290810318789974	-0.0805840481849437	0.0472741648888857	0.0248286619603427	-0.0221040860478999	0.673089847578481	0.834166862865454	FALSE
3209	D4A0P5	Wdr41	WD repeat domain 41	tr|D4A0P5|D4A0P5_RAT;tr|F7ETI3|F7ETI3_RAT	tr|D4A0P5|D4A0P5_RAT;tr|F7ETI3|F7ETI3_RAT	tr|D4A0P5|D4A0P5_RAT WD repeat domain 41 OS=Rattus norvegicus OX=10116 GN=Wdr41 PE=1 SV=2;tr|F7ETI3|F7ETI3_RAT WD repeat domain 41 OS=Rattus norvegicus OX=10116 GN=Wdr41 PE=1 SV=1	2	1	1	1	6.1	27.018	244	0.0035951	7.1532	8056400	1	12.7712005714324	12.6438561897747	12.736486494786	12.6558213794844	12.3692156304302	12.7546578883273	-0.0312322053594197	0.0305887558297577	0.147084566728884	0.0328989895856573	-0.0627282874597422	-0.105830576144097	0.0940336637391345	0.171019983227307	0.434988471580463	FALSE
3210	D4A0T0	Ndufb10	NADH:ubiquinone oxidoreductase subunit B10	tr|D4A0T0|D4A0T0_RAT	tr|D4A0T0|D4A0T0_RAT	tr|D4A0T0|D4A0T0_RAT NADH:ubiquinone oxidoreductase subunit B10 OS=Rattus norvegicus OX=10116 GN=Ndufb10 PE=1 SV=1	1	13	13	13	62.5	20.858	176	0	258.38	1606600000	33	18.219915318204	18.0216089847969	17.9693303055089	18.109014419439	17.7503537003894	18.3716915772639	0.00424877051527484	-0.00489222004493689	-0.0333053934451966	0.072858258643361	-0.094823988397459	0.0979693418956739	-0.0366508183721449	0.546360791858819	0.752292253765303	FALSE
3211	D4A0T8	Dhrs7	Dehydrogenase/reductase 7	tr|D4A0T8|D4A0T8_RAT	tr|D4A0T8|D4A0T8_RAT	tr|D4A0T8|D4A0T8_RAT Dehydrogenase/reductase 7 OS=Rattus norvegicus OX=10116 GN=Dhrs7 PE=1 SV=3	1	2	2	2	5.9	38.493	340	0	13.197	18875000	2	13.5037015336962	13.1833872612489	13.1286871381388	13.4223276239746	13.0416078214413	13.6147098441152	0.0453403709106711	-0.0858085586897426	-0.116643175911959	0.143476848082206	-0.0462644824422808	0.0982929936502112	-0.117538907660389	0.129748246861704	0.384473728817104	FALSE
3212	M0R9N8	Anln	Uncharacterized protein	tr|M0R9N8|M0R9N8_RAT;tr|M0RDG0|M0RDG0_RAT;tr|D4A0V6|D4A0V6_RAT	tr|M0R9N8|M0R9N8_RAT;tr|M0RDG0|M0RDG0_RAT;tr|D4A0V6|D4A0V6_RAT	tr|M0R9N8|M0R9N8_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=4 SV=1;tr|M0RDG0|M0RDG0_RAT Anillin, actin-binding protein OS=Rattus norvegicus OX=10116 GN=Anln PE=1 SV=2;tr|D4A0V6|D4A0V6_RAT Anillin, actin-binding protein OS=Rattus norvegicu	3	1	1	1	1.3	106.85	972	0.008075	6.2381	6691200	1	13.1445148583287	12.8266080687302	12.6582114827518	12.8355767450388	12.7504976420991	13.0220556577372	0.129795503462838	0.00105405671124809	-0.14347702337935	0.000367777066045183	0.106267146135131	-0.0507193848081812	-0.0228476671994196	0.781375762571736	0.891859201911097	FALSE
3213	D4A104	Mrpl45	Mitochondrial ribosomal protein L45	tr|D4A104|D4A104_RAT	tr|D4A104|D4A104_RAT	tr|D4A104|D4A104_RAT Mitochondrial ribosomal protein L45 OS=Rattus norvegicus OX=10116 GN=Mrpl45 PE=1 SV=1	1	3	3	3	11.4	35.439	306	0	18.794	59508000	3	11.2147440946202	11.3415188232452	10.9241444345775	11.2856911913301	10.7342015395582	11.384298094112	-0.0568282823979087	0.259111789073968	-0.134397093705993	0.193629201205083	-0.166881978558067	0.0546700294143028	-0.00451027969708411	0.973578527553186	0.987234426296986	FALSE
3214	D4A131	Mrpl4	Mitochondrial ribosomal protein L4	tr|D4A131|D4A131_RAT	tr|D4A131|D4A131_RAT	tr|D4A131|D4A131_RAT Mitochondrial ribosomal protein L4 OS=Rattus norvegicus OX=10116 GN=Mrpl4 PE=1 SV=1	1	2	2	2	8.2	33.082	294	0	24.979	40955000	2	14.6006679214375	14.563613382489	14.3861993136158	14.3696654991965	14.4593675771306	14.6113706705757	0.00031726610922167	0.152428070007617	-0.0011204929777357	-0.0511747692385948	0.229505780704298	-0.0470356724320544	0.00677650136848499	0.942098127110196	0.976344803457867	FALSE
3215	D4A133	Atp6v1a	ATPase H+-transporting V1 subunit A	tr|D4A133|D4A133_RAT;tr|A0A1W2Q6N0|A0A1W2Q6N0_RAT	tr|D4A133|D4A133_RAT	tr|D4A133|D4A133_RAT ATPase H+-transporting V1 subunit A OS=Rattus norvegicus OX=10116 GN=Atp6v1a PE=1 SV=1	2	37	37	37	64.2	68.264	617	0	323.31	12351000000	113	20.2026356188152	19.9543269669023	19.9200387670633	20.0509911519721	19.8341901721496	20.3373431472741	-0.00148376188393173	-0.0606270709499333	-0.0710497649011604	0.0263821581660588	0.000559650352322083	0.0751680788954067	-0.0784234950496043	0.086873341411854	0.320345446456212	FALSE
3216	D4A193	Reep1	Receptor expression-enhancing protein	tr|D4A193|D4A193_RAT	tr|D4A193|D4A193_RAT	tr|D4A193|D4A193_RAT Receptor expression-enhancing protein OS=Rattus norvegicus OX=10116 GN=Reep1 PE=1 SV=1	1	3	3	3	10.4	22.24	201	0	18.621	53266000	3	15.2418714586162	15.190326265179	15.1607380805959	15.0176348849915	14.874453107806	15.2111658538436	-0.00199730981167467	0.135622839598023	0.129900160902802	-0.0467234965432173	0.00107319828006502	-0.090758602263692	0.133311530405331	0.0389461834502726	0.22717388711323	FALSE
3217	D4A197	Mcee	Methylmalonyl CoA epimerase	tr|D4A197|D4A197_RAT	tr|D4A197|D4A197_RAT	tr|D4A197|D4A197_RAT Methylmalonyl CoA epimerase OS=Rattus norvegicus OX=10116 GN=Mcee PE=1 SV=1	1	3	3	3	21.9	18.816	178	0	27.498	282450000	6	15.6306368535835	15.4747833101667	15.2658347741215	15.5006551833366	15.2368363894432	15.7047142129226	-0.00908996232158166	0.0242218371084229	-0.16086119304888	0.0404387543245998	-0.0324015675599587	0.00693170933797577	-0.0535660714548851	0.381492494784738	0.63530806591168	FALSE
3219	D4A1B8	Dctn3	Dynactin subunit 3	tr|D4A1B8|D4A1B8_RAT	tr|D4A1B8|D4A1B8_RAT	tr|D4A1B8|D4A1B8_RAT Dynactin subunit 3 OS=Rattus norvegicus OX=10116 GN=Dctn3 PE=1 SV=1	1	4	4	4	19.4	21.112	186	0	24.162	177870000	5	13.2121163585761	13.0581947143465	12.8238846703011	13.0451453274155	13.0624003575136	13.1520312708074	-0.00641853628046896	0.0288251623368175	-0.181619375820798	0.00612081945201159	0.214354321558864	-0.124559311728695	-0.0850428596822099	0.421636349527712	0.664640505171546	FALSE
3220	D4A1C0	Cnnm1	Cyclin M1 (Predicted)	tr|D4A1C0|D4A1C0_RAT	tr|D4A1C0|D4A1C0_RAT	tr|D4A1C0|D4A1C0_RAT Cyclin M1 (Predicted) OS=Rattus norvegicus OX=10116 GN=Cnnm1 PE=1 SV=2	1	5	3	3	8.9	66.129	584	0	17.322	16742000	3	11.367250923432	11.2869619830082	11.141787841671	11.5130860362404	11.2105495922314	11.4511595860893	-0.0675840398894199	0.0412923625336819	-0.0800162729156599	0.257761459812216	0.146203487811932	-0.0417310649115372	-0.156180610994669	0.102812336077879	0.347087051564411	FALSE
3221	D4A1D3	Sacs	Sacsin molecular chaperone	tr|D4A1D3|D4A1D3_RAT	tr|D4A1D3|D4A1D3_RAT	tr|D4A1D3|D4A1D3_RAT Sacsin molecular chaperone OS=Rattus norvegicus OX=10116 GN=Sacs PE=1 SV=2	1	10	10	10	2.8	521.48	4590	0	66.137	24855000	11	13.6294704646282	13.4521125145739	13.4645457503339	13.4326723842703	13.183681899265	13.6983791122071	-0.00622542116111668	0.00558197163145463	0.041880713279361	-0.0235131146258327	-0.0815251276223937	0.00462753873831673	0.0472159890865362	0.257231490154539	0.52670037649133	FALSE
3222	D4A1G8	Cep170b	Centrosomal protein 170B	tr|D4A1G8|D4A1G8_RAT	tr|D4A1G8|D4A1G8_RAT	tr|D4A1G8|D4A1G8_RAT Centrosomal protein 170B OS=Rattus norvegicus OX=10116 GN=Cep170b PE=1 SV=1	1	15	15	15	10.4	171.69	1575	0	105.16	85381000	16	15.6412615152715	15.4571243315408	15.4705317811617	15.1195490950303	15.1254134704833	15.3855254089694	0.0722175371773327	0.0772456962935246	0.114518651802203	-0.269984496170674	-0.0731416487089424	-0.241574256804303	0.282894095652327	0.00252354864922879	0.0484756089363483	FALSE
3223	D4A1H2	Plcxd3	Phosphatidylinositol-specific phospholipase C, X domain-containing 3	tr|D4A1H2|D4A1H2_RAT	tr|D4A1H2|D4A1H2_RAT	tr|D4A1H2|D4A1H2_RAT Phosphatidylinositol-specific phospholipase C, X domain-containing 3 OS=Rattus norvegicus OX=10116 GN=Plcxd3 PE=4 SV=1	1	6	6	5	26.2	36.287	321	0	36.987	29986000	5	14.2080819099811	14.1999023480319	14.1753156316992	14.2003622444467	14.0901124196643	14.3281138948337	-0.175396617686497	0.00558916321115216	0.00486795276626201	-0.00360589632782071	0.0771227508985722	-0.113420320513462	-0.0416786785887908	0.581336380664277	0.775428099198535	FALSE
3224	D4A1H7	Mul1	Mitochondrial E3 ubiquitin protein ligase 1	tr|D4A1H7|D4A1H7_RAT	tr|D4A1H7|D4A1H7_RAT	tr|D4A1H7|D4A1H7_RAT Mitochondrial E3 ubiquitin protein ligase 1 OS=Rattus norvegicus OX=10116 GN=Mul1 PE=1 SV=1	1	2	2	2	8	39.78	352	0	13.965	10241000	3	11.1187464514528	11.4564057556553	11.0558247001349	10.4755307910277	10.8475272028097	10.8080793079898	-0.0500968608952043	0.476727786154194	0.100012236521588	-0.51380213442709	0.0491727493635946	-0.418819692037724	0.470030746293932	0.0457674969456353	0.247084656713038	FALSE
3225	D4A1J6	Ankfy1	Ankyrin repeat and FYVE domain-containing 1	tr|D4A1J6|D4A1J6_RAT	tr|D4A1J6|D4A1J6_RAT	tr|D4A1J6|D4A1J6_RAT Ankyrin repeat and FYVE domain-containing 1 OS=Rattus norvegicus OX=10116 GN=Ankfy1 PE=1 SV=3	1	6	6	6	6.2	128.66	1169	0	39.62	48144000	7	14.4712306535941	14.2943335596718	14.2283677778368	14.3001380278674	14.0214137930081	14.5849625007212	-0.00435773899744785	0.00791050992714598	-0.0341897660200261	0.00406002216899048	-0.0836857406815292	0.0513184204500943	-0.000776565675961165	0.986646047990261	0.991864098020026	FALSE
3226	D4A1Q9	Ttll12	Tubulin tyrosine ligase-like 12	tr|D4A1Q9|D4A1Q9_RAT	tr|D4A1Q9|D4A1Q9_RAT	tr|D4A1Q9|D4A1Q9_RAT Tubulin tyrosine ligase-like 12 OS=Rattus norvegicus OX=10116 GN=Ttll12 PE=1 SV=1	1	9	9	9	17.1	73.897	639	0	78.832	90898000	10	14.7212594317745	14.685570091608	14.7002771456882	14.6542444250866	14.4682421923602	15.0516762793699	-0.135076091546884	0.0183999111334693	0.0569724711015009	-0.0225807113416769	-0.0176044720593284	0.13728506836895	-0.0522678647599529	0.479523278221245	0.709702371767334	FALSE
3228	D4A249	Mblac2	Metallo-beta-lactamase domain-containing 2	tr|D4A249|D4A249_RAT	tr|D4A249|D4A249_RAT	tr|D4A249|D4A249_RAT Metallo-beta-lactamase domain-containing 2 OS=Rattus norvegicus OX=10116 GN=Mblac2 PE=1 SV=1	1	3	3	3	15.1	31.189	279	0	34.09	49388000	4	14.5285151578415	14.307271974268	14.2665669579785	14.3123157466901	14.2046475561579	14.5794927276104	0.0193586281297229	-0.0127192125969164	-0.0295587229985687	-0.0173303961285548	0.0659798853479476	0.0122805102190611	-0.027949768968072	0.482480988326867	0.710487610191822	FALSE
3229	D4A255	Meak7	TBC/LysM-associated domain containing 1	tr|D4A255|D4A255_RAT	tr|D4A255|D4A255_RAT	tr|D4A255|D4A255_RAT TBC/LysM-associated domain containing 1 OS=Rattus norvegicus OX=10116 GN=Meak7 PE=1 SV=3	1	4	4	4	8.4	50.265	453	0	26.73	31479000	4	13.6774994332851	13.4253470514328	13.5024589022318	13.3982092614669	13.2623151097602	13.725153203913	0.0271890086474222	-0.0357980303579805	0.065179326328869	-0.0725907762776871	-0.0175064559756126	0.0167870915958098	0.0432934817586002	0.354528516901309	0.613014461678737	FALSE
3230	D4A264	Zadh2	Zinc-binding alcohol dehydrogenase, domain-containing 2	tr|D4A264|D4A264_RAT	tr|D4A264|D4A264_RAT	tr|D4A264|D4A264_RAT Zinc-binding alcohol dehydrogenase, domain-containing 2 OS=Rattus norvegicus OX=10116 GN=Zadh2 PE=1 SV=2	1	7	7	7	19.1	40.535	377	0	51.507	174760000	9	14.8933015308606	14.6285594565999	14.7291427397801	14.6989759061328	14.5268659793938	15.0837286194514	-0.00248870948338398	-0.0780654408972037	0.0463833481708386	-0.0173039473179681	0.00156459795177433	0.129882691427938	-0.0494380480904977	0.406471401742483	0.652744336569902	FALSE
3232	D4A2D7	Ipo4	Importin 4	tr|D4A2D7|D4A2D7_RAT	tr|D4A2D7|D4A2D7_RAT	tr|D4A2D7|D4A2D7_RAT Importin 4 OS=Rattus norvegicus OX=10116 GN=Ipo4 PE=1 SV=2	1	6	6	6	6.9	118.93	1081	0	38.412	51692000	6	13.4913520735634	13.1720680402746	13.1642627225833	13.3227731764546	13.1589094296661	13.4137601347554	0.0566276376884476	-0.0734910527534899	-0.0574308645569616	0.0675591274727226	0.0946738526929656	-0.0790199887990967	-0.0525024236628651	0.426471239260593	0.668118053350878	FALSE
3233	D4A2F6	Nhlrc3	NHL repeat-containing 3	tr|D4A2F6|D4A2F6_RAT	tr|D4A2F6|D4A2F6_RAT	tr|D4A2F6|D4A2F6_RAT NHL repeat-containing 3 OS=Rattus norvegicus OX=10116 GN=Nhlrc3 PE=1 SV=2	1	2	2	2	6.7	42.636	386	0	13.412	10261000	2	12.665136022559	12.3490047180277	12.4245337407562	12.579292363939	12.3921832373124	12.6488069497258	0.0133841030998028	-0.113581858584602	-0.0141873299683168	0.107050831372958	0.110920176755044	-0.0610006574129535	-0.0904518120560547	0.19473621375631	0.462790036692014	FALSE
3234	D4A2G9	Ranbp1	RAN-binding protein 1	tr|D4A2G9|D4A2G9_RAT	tr|D4A2G9|D4A2G9_RAT	tr|D4A2G9|D4A2G9_RAT RAN-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Ranbp1 PE=1 SV=1	1	3	3	3	15.3	23.596	203	0	59.964	183980000	4	14.8463718639616	14.6370210353481	14.6670006295214	14.6475146400979	14.3392933001801	14.7835098573426	0.0204770782572454	0.000291592490578252	0.0541366925517244	0.00113024128671502	-0.116112626622365	-0.10044061604127	0.0967761215588226	0.0667225194970914	0.294327375725487	FALSE
3235	D4A2K1	Hoga1	4-hydroxy-2-oxoglutarate aldolase 1	tr|D4A2K1|D4A2K1_RAT	tr|D4A2K1|D4A2K1_RAT	tr|D4A2K1|D4A2K1_RAT 4-hydroxy-2-oxoglutarate aldolase 1 OS=Rattus norvegicus OX=10116 GN=Hoga1 PE=1 SV=1	1	2	2	2	9	34.464	321	0	13.26	6266700	3	13.0385932490306	12.8928653189438	12.8753654006418	12.9225658207413	12.7554718088967	13.2206201674479	-0.0560119512556686	-0.0125745384956156	-0.00620895090977874	0.00747100734822004	0.0313554675123736	0.0679592794820944	-0.0605270650012503	0.134990433705723	0.391578922707383	FALSE
3236	D4A304	Diras1	DIRAS family GTPase 1	tr|D4A304|D4A304_RAT	tr|D4A304|D4A304_RAT	tr|D4A304|D4A304_RAT DIRAS family GTPase 1 OS=Rattus norvegicus OX=10116 GN=Diras1 PE=4 SV=1	1	4	4	4	17.2	22.291	198	0	39.555	45373000	5	14.4865836590673	14.388219140865	14.3637241181191	14.2164427391605	13.9061389961954	14.3953333009049	0.0451664080925864	0.135967232737225	0.135337715879117	-0.0454641249210438	-0.164789395877397	-0.104139637749295	0.210288171752222	0.00384839371578821	0.0642176405907285	FALSE
3237	D4A305	Ccdc58	Coiled-coil domain containing 58 (Predicted), isoform CRA_c	tr|D4A305|D4A305_RAT	tr|D4A305|D4A305_RAT	tr|D4A305|D4A305_RAT Coiled-coil domain containing 58 (Predicted), isoform CRA_c OS=Rattus norvegicus OX=10116 GN=Ccdc58 PE=1 SV=1	1	3	3	3	21.5	16.69	144	0	38.929	42654000	3	13.3753109974731	12.9910789075561	13.1019756709492	13.1167825518392	12.8129193242901	13.3423525100878	0.0849696320644403	-0.110097115005664	0.0246651542753095	0.00595157332368301	-0.106933182216664	-0.00604454300033358	0.0355212744091336	0.585736174542834	0.778468351041643	FALSE
3238	D4A383	Ttyh3	Protein tweety homolog	tr|D4A383|D4A383_RAT;tr|A0A0G2K0W3|A0A0G2K0W3_RAT	tr|D4A383|D4A383_RAT;tr|A0A0G2K0W3|A0A0G2K0W3_RAT	tr|D4A383|D4A383_RAT Protein tweety homolog OS=Rattus norvegicus OX=10116 GN=Ttyh3 PE=1 SV=1;tr|A0A0G2K0W3|A0A0G2K0W3_RAT Protein tweety homolog OS=Rattus norvegicus OX=10116 GN=Ttyh3 PE=1 SV=1	2	5	5	5	11.8	57.58	524	0	34.848	82015000	6	15.6116876482452	15.4895030468755	15.4486003067473	15.5297050598154	15.3435674404781	15.7127150629972	-0.0580039624883713	0.00897677898882782	-0.00806045525159122	0.0395238359749311	0.044364688646378	-0.0150322354158762	-0.0419813093188559	0.299912751206313	0.564622068367896	FALSE
3239	D4A3C2	RGD1304884	Similar to RIKEN cDNA 6430548M08	tr|D4A3C2|D4A3C2_RAT	tr|D4A3C2|D4A3C2_RAT	tr|D4A3C2|D4A3C2_RAT Similar to RIKEN cDNA 6430548M08 OS=Rattus norvegicus OX=10116 GN=RGD1304884 PE=1 SV=1	1	16	16	16	42.8	46.275	407	0	246.78	818720000	23	17.9423197686856	17.6510236534562	17.7468816661484	17.7374718222646	17.3009959663679	17.9776824050316	0.0239688205923935	-0.0781619517901507	0.0415615667898627	-0.00136873893548306	-0.246866122823474	0.00127576925883249	0.0781091760307434	0.353845785378123	0.612763461802846	FALSE
3241	D4A3D4	Abhd3	Abhydrolase domain containing 3 (Predicted)	tr|D4A3D4|D4A3D4_RAT	tr|D4A3D4|D4A3D4_RAT	tr|D4A3D4|D4A3D4_RAT Abhydrolase domain containing 3 (Predicted) OS=Rattus norvegicus OX=10116 GN=Abhd3 PE=4 SV=2	1	5	5	5	14.1	46.229	411	0	37.321	50380000	5	14.08406094195	13.8404829039885	13.7757131503835	13.8988847595935	13.9322147519684	14.1837904349465	0.00268403931748917	-0.0517286557971512	-0.0926329035143216	-0.00298175614594653	0.221326708237742	0.0443578446344704	-0.13479343890675	0.0847338241273987	0.317841162888079	FALSE
3242	D4A3D9	Stk32c	Serine/threonine kinase 32C	tr|D4A3D9|D4A3D9_RAT	tr|D4A3D9|D4A3D9_RAT	tr|D4A3D9|D4A3D9_RAT Serine/threonine kinase 32C OS=Rattus norvegicus OX=10116 GN=Stk32c PE=1 SV=1	1	7	7	7	17	55.204	488	0	43.836	95898000	10	14.970285676897	14.8562796176225	14.8401386381809	14.7679257911775	14.5716341518571	14.9312453694353	0.0112758909989505	0.0864351745713388	0.0941597010175071	-0.0115736078274079	-0.0168867751391069	-0.0858201041422994	0.10205041789887	0.0464398039611898	0.248700257495256	FALSE
