id	Accession	Gene.name	Protein.description	Protein.IDs	Majority.protein.IDs	Fasta.headers	Number.of.proteins	Peptides	Razor.and.unique.peptides	Unique.peptides	Sequence.coverage.percent	Mol.weight.kDa	Sequence.length	Q.value	Score	Intensity	MS.MS.count	Mock_01	Mock_02	Mock_03	BoNT_01	BoNT_02	BoNT_03	Mock_01.norm	Mock_02.norm	Mock_03.norm	BoNT_01.norm	BoNT_02.norm	BoNT_03.norm	log2FC	p.mod	p.adj.BH	Candidate
3752	D4AAI5	Cand2	Cullin-associated NEDD8-dissociated protein 2	tr|D4AAI5|D4AAI5_RAT;tr|G3V7E8|G3V7E8_RAT;tr|A0A0G2K139|A0A0G2K139_RAT;sp|Q9R0L4|CAND2_RAT	tr|D4AAI5|D4AAI5_RAT;tr|G3V7E8|G3V7E8_RAT;tr|A0A0G2K139|A0A0G2K139_RAT;sp|Q9R0L4|CAND2_RAT	tr|D4AAI5|D4AAI5_RAT Cullin-associated NEDD8-dissociated protein 2 OS=Rattus norvegicus OX=10116 GN=Cand2 PE=4 SV=1;tr|G3V7E8|G3V7E8_RAT Cullin-associated NEDD8-dissociated protein 2 OS=Rattus norvegicus OX=10116 GN=Cand2 PE=4 SV=2;tr|A0A0G2K139|A0A0G2K139	4	3	1	1	2.6	135.64	1235	0	2.8407	790130	1	9.18851466924825	9.39989738655456	9.60175222078448	8.99734886767138	8.84282173536079	8.05701696536554	0.110892771859526	0.416417771489479	0.504038811139558	-0.112687482291651	-0.405310113027075	-0.742440645444735	0.763929198417342	0.00497182650646767	0.999354675409622	FALSE
3753	D4AAI7	Fam219a	Family with sequence similarity 219, member A	tr|D4AAI7|D4AAI7_RAT	tr|D4AAI7|D4AAI7_RAT	tr|D4AAI7|D4AAI7_RAT Family with sequence similarity 219, member A OS=Rattus norvegicus OX=10116 GN=Fam219a PE=1 SV=2	1	2	2	2	17.3	18.686	168	0	3.3091	14430000	2	12.7610940849821	12.6596837800159	12.7150396400857	12.7889222039606	12.7270695580237	12.3613406976486	0.0371976724448049	0.0299296498022552	-0.0289482847077978	0.03261133884901	-0.167336805512731	-0.0843914283102104	0.0857653108377311	0.218753092677856	0.999354675409622	FALSE
3754	D4AAM0	Tnpo3	Transportin 3	tr|D4AAM0|D4AAM0_RAT;tr|A0A0G2K8P2|A0A0G2K8P2_RAT	tr|D4AAM0|D4AAM0_RAT;tr|A0A0G2K8P2|A0A0G2K8P2_RAT	tr|D4AAM0|D4AAM0_RAT Transportin 3 OS=Rattus norvegicus OX=10116 GN=Tnpo3 PE=1 SV=2;tr|A0A0G2K8P2|A0A0G2K8P2_RAT Transportin 3 OS=Rattus norvegicus OX=10116 GN=Tnpo3 PE=1 SV=1	2	6	6	6	13	104.18	923	0	109.94	117000000	7	14.094325153303	13.9442545128994	14.0853894669737	14.1340251592916	14.308481244644	13.8476446430833	-0.00454013192322411	-0.0604684900030961	-0.0335673305087248	0.00274542149109902	0.0391060084187065	0.0269436444355928	-0.0557903422601478	0.224018205206185	0.999354675409622	FALSE
3755	D4AAR7	Ccdc136	Coiled-coil domain-containing 136	tr|D4AAR7|D4AAR7_RAT	tr|D4AAR7|D4AAR7_RAT	tr|D4AAR7|D4AAR7_RAT Coiled-coil domain-containing 136 OS=Rattus norvegicus OX=10116 GN=Ccdc136 PE=1 SV=3	1	5	5	5	5.9	137.48	1187	0	87.072	111510000	6	14.0361736125535	13.7845326101437	13.9796931301527	13.9170923157241	14.0895332400456	13.7999898416902	0.0966948174403452	-0.0608039026457533	0.0201228227833849	-0.0548009319633115	-0.0204555060667078	0.138675333155475	-0.00246838584915961	0.973525341058544	0.999354675409622	FALSE
3757	D4AAX6	Plch2	Phosphoinositide phospholipase C	tr|D4AAX6|D4AAX6_RAT	tr|D4AAX6|D4AAX6_RAT	tr|D4AAX6|D4AAX6_RAT Phosphoinositide phospholipase C OS=Rattus norvegicus OX=10116 GN=Plch2 PE=1 SV=3	1	5	5	4	5.9	125.79	1137	0	55.814	153700000	5	15.2816403000661	15.1584913520752	15.1802588389794	15.2268637169824	15.3566582905712	15.1455341719577	0.0587749624926189	0.0297682968254356	-0.0626980108502241	-0.0284160731653265	-0.0367169980013865	0.200833120962736	-0.0366182671093976	0.659275170292435	0.999354675409622	FALSE
3758	D4AB01	Hint2	Histidine triad nucleotide binding protein 2 (Predicted), isoform CRA_a	tr|D4AB01|D4AB01_RAT	tr|D4AB01|D4AB01_RAT	tr|D4AB01|D4AB01_RAT Histidine triad nucleotide binding protein 2 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Hint2 PE=1 SV=1	1	6	6	6	55.8	17.38	163	0	269.11	1891700000	12	15.4341395153182	15.3555575742594	15.5664108612178	15.5358221166475	15.6929695941044	15.018374070821	-0.041738133179854	-0.0261777919150012	0.0704417004635152	0.0275300155751104	0.0465819946072258	-0.17933929109859	0.0359176854283046	0.649222991063161	0.999354675409622	FALSE
3759	D4AB03	Fam120a	Family with sequence similarity 120A	tr|D4AB03|D4AB03_RAT	tr|D4AB03|D4AB03_RAT	tr|D4AB03|D4AB03_RAT Family with sequence similarity 120A OS=Rattus norvegicus OX=10116 GN=Fam120a PE=1 SV=2	1	5	5	5	5.1	122.14	1115	0	12.941	61951000	5	13.697076158819	13.7020644358783	13.6234242898699	13.7069276396174	13.7837144659149	13.4928546201747	0.0103841306718999	0.109514690054799	-0.0833592505334105	-0.012178841104025	-0.0734875132313637	0.0843268786060791	0.012626348640866	0.861766083787397	0.999354675409622	FALSE
3761	D4ABI7	Hacd3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	tr|D4ABI7|D4ABI7_RAT	tr|D4ABI7|D4ABI7_RAT	tr|D4ABI7|D4ABI7_RAT Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase OS=Rattus norvegicus OX=10116 GN=Hacd3 PE=1 SV=2	1	9	9	9	31.8	43.104	362	0	220.64	1203200000	17	16.6158307635089	16.5320514757465	16.6676105430741	16.6456865745937	16.837751108842	16.2666218567909	-0.00478276117306009	0.00558023338821584	0.0269055061359978	-0.00734140266257688	0.0466276331609156	-0.0758273813125525	0.0214147097217891	0.672523054947846	0.999354675409622	FALSE
3762	D4ABK1	Syngr3	Synaptogyrin 3	tr|D4ABK1|D4ABK1_RAT	tr|D4ABK1|D4ABK1_RAT	tr|D4ABK1|D4ABK1_RAT Synaptogyrin 3 OS=Rattus norvegicus OX=10116 GN=Syngr3 PE=1 SV=1	1	5	5	5	26.1	21.369	199	0	206.44	820850000	16	16.8784341495593	16.5666041035255	16.7110216167918	16.9000648783021	16.8990028149138	16.6730053531952	0.0803815923792447	-0.137306171330859	-0.10712245264441	0.0695978685477587	-0.0695596932654298	0.153117082593647	-0.105734096490667	0.257907540157215	0.999354675409622	FALSE
3763	D4ABK7	Hnrnph3	Heterogeneous nuclear ribonucleoprotein H3 (2H9) (Predicted), isoform CRA_c	tr|D4ABK7|D4ABK7_RAT	tr|D4ABK7|D4ABK7_RAT	tr|D4ABK7|D4ABK7_RAT Heterogeneous nuclear ribonucleoprotein H3 (2H9) (Predicted), isoform CRA_c OS=Rattus norvegicus OX=10116 GN=Hnrnph3 PE=1 SV=1	1	2	2	2	8.7	36.869	346	0	9.1233	13807000	2	11.0133924683042	10.4741115139424	10.9590601068642	10.606775324306	11.0145087273982	11.4417511215623	0.121742441158984	-0.323396230879163	0.0473185674627811	-0.317289155413524	-0.047651250746104	0.828265380995562	-0.205886732364444	0.520174377109269	0.999354675409622	FALSE
3764	D4ABM3	Daam1	Dishevelled associated activator of morphogenesis 1 (Predicted)	tr|D4ABM3|D4ABM3_RAT	tr|D4ABM3|D4ABM3_RAT	tr|D4ABM3|D4ABM3_RAT Dishevelled associated activator of morphogenesis 1 (Predicted) OS=Rattus norvegicus OX=10116 GN=Daam1 PE=1 SV=1	1	7	7	6	7.4	112.64	968	0	22.129	130090000	8	14.5923986368373	14.5975870395862	14.8014052398816	14.6111977443065	14.7467242440258	14.4553272203046	-0.0492666064286861	0.0500640786438418	0.139648484359432	-0.0628819515337953	-0.0654509502393187	0.0918262636169978	0.0589841982435681	0.441393101829452	0.999354675409622	FALSE
3765	D4ABM5	Mrps34	Mitochondrial ribosomal protein S34	tr|D4ABM5|D4ABM5_RAT	tr|D4ABM5|D4ABM5_RAT	tr|D4ABM5|D4ABM5_RAT Mitochondrial ribosomal protein S34 OS=Rattus norvegicus OX=10116 GN=Mrps34 PE=1 SV=1	1	6	6	6	32.6	25.799	218	0	87.594	640440000	10	14.5000949496718	14.3757182508395	14.5098986868716	14.5261324056284	14.6089478145655	14.4531419999736	0.00752697706066285	-0.0227074394480339	-0.00276079799578238	0.00114998044295889	-0.0541301090447645	0.238738313940943	-0.0678998152407636	0.439067930980651	0.999354675409622	FALSE
3766	D4ABN3	Synj1	Synaptojanin-1	tr|D4ABN3|D4ABN3_RAT;sp|Q62910|SYNJ1_RAT	tr|D4ABN3|D4ABN3_RAT;sp|Q62910|SYNJ1_RAT	tr|D4ABN3|D4ABN3_RAT Synaptojanin-1 OS=Rattus norvegicus OX=10116 GN=Synj1 PE=1 SV=3;sp|Q62910|SYNJ1_RAT Synaptojanin-1 OS=Rattus norvegicus OX=10116 GN=Synj1 PE=1 SV=3	2	46	46	46	42.1	144.78	1311	0	323.31	7084500000	76	19.1375115287384	19.0592282597015	19.1544967493268	19.1571149816975	19.3257973268664	18.755937258956	0.000470361335012215	0.0163293746217688	-0.00263593033278914	-0.0123406382802091	0.0182462084639091	-0.102939621868877	0.0370659524363896	0.471965061773362	0.999354675409622	FALSE
3767	F1LMT8	Rab3gap2	Rab3 GTPase-activating protein non-catalytic subunit	tr|F1LMT8|F1LMT8_RAT;tr|D4ABP4|D4ABP4_RAT	tr|F1LMT8|F1LMT8_RAT;tr|D4ABP4|D4ABP4_RAT	tr|F1LMT8|F1LMT8_RAT Rab3 GTPase-activating protein non-catalytic subunit OS=Rattus norvegicus OX=10116 GN=Rab3gap2 PE=1 SV=3;tr|D4ABP4|D4ABP4_RAT Rab3 GTPase-activating protein non-catalytic subunit OS=Rattus norvegicus OX=10116 GN=Rab3gap2 PE=1 SV=3	2	12	12	2	11.2	151.61	1362	0	47.256	346910000	12	14.8267470825202	14.6043794836653	14.6968045620184	14.7173015649404	14.9334140381283	14.4111137155214	0.134367552361717	0.00614223583049473	-0.0156664803962728	-0.00749241779237975	0.0705245569706623	-0.00310152805867131	0.0216375655587758	0.718865390856643	0.999354675409622	FALSE
3768	D4ABS5	Pithd1	PITH domain-containing 1	tr|D4ABS5|D4ABS5_RAT	tr|D4ABS5|D4ABS5_RAT	tr|D4ABS5|D4ABS5_RAT PITH domain-containing 1 OS=Rattus norvegicus OX=10116 GN=Pithd1 PE=1 SV=2	1	5	5	5	50.8	13.748	118	0	240.25	430540000	7	14.5521887595572	14.3868055587686	14.3925857562755	14.5692622729161	14.5704486998258	14.4619909505856	0.043967040670211	-0.0272738777947378	-0.135727474867671	0.028626101454847	-0.108282970060282	0.231933518277085	-0.0904369872212827	0.389705526360176	0.999354675409622	FALSE
3769	D4ABY0	Cplx3	Complexin 3	tr|D4ABY0|D4ABY0_RAT	tr|D4ABY0|D4ABY0_RAT	tr|D4ABY0|D4ABY0_RAT Complexin 3 OS=Rattus norvegicus OX=10116 GN=Cplx3 PE=1 SV=1	1	3	3	3	20.9	17.585	158	0	22.219	173290000	4	15.9022808915137	15.9875749042278	16.0242306689172	15.9892614364925	16.3508528768593	15.519390541348	-0.0790175875523352	0.100418707485442	0.0228406775949577	-0.0244514951477812	0.199044446794182	-0.183743651139582	0.0177974990070822	0.871806853066998	0.999354675409622	FALSE
3770	D4ABZ3	Aatk	Apoptosis-associated tyrosine kinase	tr|D4ABZ3|D4ABZ3_RAT	tr|D4ABZ3|D4ABZ3_RAT	tr|D4ABZ3|D4ABZ3_RAT Apoptosis-associated tyrosine kinase OS=Rattus norvegicus OX=10116 GN=Aatk PE=1 SV=2	1	2	2	2	1.9	145.52	1370	0	6.4915	18507000	2	11.0053438419178	11.3684518956104	10.9339119102308	11.2370904284594	10.9893235342508	11.4268412981132	-0.100563422199725	0.356686913816538	-0.192086866142945	0.0987687117676003	-0.28709368086582	0.599098320574088	-0.115578908667334	0.660382751923337	0.999354675409622	FALSE
3771	D4ABZ4	Otud7a	Uncharacterized protein	tr|D4ABZ4|D4ABZ4_RAT	tr|D4ABZ4|D4ABZ4_RAT	tr|D4ABZ4|D4ABZ4_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 GN=Otud7a PE=1 SV=2	1	2	2	2	2.8	80.566	745	0	2.6223	40029000	2	12.9712202045859	12.9511207630331	12.9090117508652	13.0949518813869	13.2282324765528	12.9980085805578	-0.078957401904485	-0.00491456113365102	-0.161257367881316	0.0123598223222513	0.00754491906326082	0.225995260645912	-0.163676444316959	0.0805096327413751	0.999354675409622	FALSE
3772	D4AC23	Cct7	T-complex protein 1 subunit eta	tr|D4AC23|D4AC23_RAT	tr|D4AC23|D4AC23_RAT	tr|D4AC23|D4AC23_RAT T-complex protein 1 subunit eta OS=Rattus norvegicus OX=10116 GN=Cct7 PE=1 SV=1	1	21	21	21	41.9	59.658	544	0	116.83	2952500000	42	17.7904248655155	17.6932963715174	17.8309607811939	17.8120895415713	17.9368104448368	17.5181459843079	0.00189184194479097	-0.00109436972963523	0.0223362453669416	-0.00885793457370232	-0.0222325297330573	0.00777724731558843	0.0154823115244229	0.70695904364942	0.999354675409622	FALSE
3774	D4AC36	Eif3f	Eukaryotic translation initiation factor 3 subunit F	tr|D4AC36|D4AC36_RAT	tr|D4AC36|D4AC36_RAT	tr|D4AC36|D4AC36_RAT Eukaryotic translation initiation factor 3 subunit F OS=Rattus norvegicus OX=10116 GN=Eif3f PE=1 SV=3	1	3	3	3	11.9	37.997	361	0	8.1682	62321000	3	12.6899761387022	12.5760591284293	12.6973585652636	12.6490091195424	12.5503620154007	12.5299185281203	0.0167325893692472	-0.00304213857997443	0.00402350367443177	-0.056648882364818	-0.293391484931335	0.134839265365849	0.0776383521313361	0.494180251198799	0.999354675409622	FALSE
3776	D4AC65	Coa7	Cytochrome c oxidase assembly factor 7	tr|D4AC65|D4AC65_RAT	tr|D4AC65|D4AC65_RAT	tr|D4AC65|D4AC65_RAT Cytochrome c oxidase assembly factor 7 OS=Rattus norvegicus OX=10116 GN=Coa7 PE=1 SV=1	1	2	2	2	8.2	25.711	231	0	4.3576	97117000	2	15.1492707991215	14.8851243671041	15.1070126902168	15.2086916067851	15.263929355219	14.8796311089251	0.027667409369511	-0.142336740324227	-0.0346822117913299	0.0546737644588053	-0.0281839855321354	0.036192005751615	-0.0706777758081102	0.274079440333998	0.999354675409622	FALSE
3777	D4AC89	Btbd11	BTB (POZ) domain containing 11	tr|D4AC89|D4AC89_RAT;tr|D3Z9Y5|D3Z9Y5_RAT;tr|F1M979|F1M979_RAT;sp|O08764|ABTB2_RAT;tr|A0A0G2JUJ7|A0A0G2JUJ7_RAT	tr|D4AC89|D4AC89_RAT;tr|D3Z9Y5|D3Z9Y5_RAT	tr|D4AC89|D4AC89_RAT BTB (POZ) domain containing 11 OS=Rattus norvegicus OX=10116 GN=Btbd11 PE=4 SV=3;tr|D3Z9Y5|D3Z9Y5_RAT BTB (POZ) domain containing 11 OS=Rattus norvegicus OX=10116 GN=Btbd11 PE=4 SV=1	5	3	3	3	2.6	122	1109	0	7.2706	39483000	3	12.9912560992833	12.9480569019593	13.1239920322878	13.0216046474885	13.2714484374681	13.1515398491633	-0.0789975571278856	-0.0280544721282308	0.0336468636204714	-0.0810634614969227	0.0306848300578406	0.359450479330568	-0.127492337842377	0.313051387714597	0.999354675409622	FALSE
3780	D4ACB6	Psd2	Pleckstrin and Sec7 domain containing 2 (Predicted)	tr|D4ACB6|D4ACB6_RAT	tr|D4ACB6|D4ACB6_RAT	tr|D4ACB6|D4ACB6_RAT Pleckstrin and Sec7 domain containing 2 (Predicted) OS=Rattus norvegicus OX=10116 GN=Psd2 PE=1 SV=1	1	5	5	5	8.6	84.554	771	0	12.261	89376000	8	13.7279204545632	13.5631962722167	13.708760591973	13.7431513941125	13.7972562175098	13.7285582977867	0.0274120351592851	-0.0431698648635352	-0.0118393396871032	0.0102285221342797	-0.0737621528932632	0.306214164961254	-0.0900925678645412	0.408739610332048	0.999354675409622	FALSE
3781	D4ACB8	Cct8	Chaperonin subunit 8 (Theta) (Predicted), isoform CRA_a	tr|D4ACB8|D4ACB8_RAT	tr|D4ACB8|D4ACB8_RAT	tr|D4ACB8|D4ACB8_RAT Chaperonin subunit 8 (Theta) (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Cct8 PE=1 SV=1	1	21	21	21	38.3	59.588	548	0	186.07	2547000000	32	18.6741439825243	18.5671465301472	18.7082958354902	18.7079926527548	18.814125543465	18.3880172853451	0.00392809214014334	-0.00892707791327413	0.0179884328498235	0.00536230979636265	-0.026600297918241	-0.00403431846055419	0.0127539178863751	0.757348138359614	0.999354675409622	FALSE
3782	D4ACG7	Cpne6	Copine 6	tr|D4ACG7|D4ACG7_RAT	tr|D4ACG7|D4ACG7_RAT	tr|D4ACG7|D4ACG7_RAT Copine 6 OS=Rattus norvegicus OX=10116 GN=Cpne6 PE=1 SV=2	1	13	13	12	26.6	61.748	557	0	144.47	1360000000	22	17.9058922922942	17.8041058060748	17.8700275118658	18.0029468347895	18.1028266460999	17.6629603782351	-0.0134704894845851	-0.0211146933803687	-0.0694267821692684	0.0511696004363409	0.0129539133219606	0.0217618830347642	-0.0632991206090959	0.1793121195458	0.999354675409622	FALSE
3785	D4ACM1	Elp3	Elongator complex protein 3	tr|D4ACM1|D4ACM1_RAT	tr|D4ACM1|D4ACM1_RAT	tr|D4ACM1|D4ACM1_RAT Elongator complex protein 3 OS=Rattus norvegicus OX=10116 GN=Elp3 PE=1 SV=2	1	9	9	9	19.9	62.36	547	0	21.141	90412000	11	13.3157156580222	13.2118122651902	13.362765744154	13.6576534018037	13.6429542234803	13.0347645795403	-0.0145620714366664	-0.0243231819450351	0.0123965024388895	0.294961219770541	0.14216654302233	-0.0173488633401466	-0.148755883465179	0.120068727998991	0.999354675409622	FALSE
3787	D4ACS3	Mb21d2	Mab-21 domain-containing 2	tr|D4ACS3|D4ACS3_RAT	tr|D4ACS3|D4ACS3_RAT	tr|D4ACS3|D4ACS3_RAT Mab-21 domain-containing 2 OS=Rattus norvegicus OX=10116 GN=Mb21d2 PE=1 SV=1	1	8	8	8	19.8	55.761	491	0	20.438	148780000	8	10.5529572235428	10.5170788054521	10.5353725899924	10.6397024676915	10.9477099839527	10.3723209548673	-0.0556212160736133	0.00264264815933452	-0.0932973618801648	-0.00129042449922534	0.168621593337233	0.0419068018293303	-0.11850463348726	0.0961676622177223	0.999354675409622	FALSE
3790	D4AD29	Lamtor4	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	tr|D4AD29|D4AD29_RAT	tr|D4AD29|D4AD29_RAT	tr|D4AD29|D4AD29_RAT Late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 OS=Rattus norvegicus OX=10116 GN=Lamtor4 PE=1 SV=1	1	2	2	2	20.2	10.706	99	0	5.4018	95868000	4	12.4263695979158	12.4972031767804	12.5759409899708	12.570922997534	12.5664822152379	12.8261313483037	-0.121614822197785	0.04336103899045	0.00786505760104311	-0.00947587515386661	-0.152012155874745	0.556311214768643	-0.155070636448774	0.427865053939126	0.999354675409622	FALSE
3792	D4AD89	Sez6l	Seizure-related 6 homolog-like	tr|D4AD89|D4AD89_RAT	tr|D4AD89|D4AD89_RAT	tr|D4AD89|D4AD89_RAT Seizure-related 6 homolog-like OS=Rattus norvegicus OX=10116 GN=Sez6l PE=4 SV=3	1	2	2	2	1.7	104.84	963	0.0024044	1.9738	18314000	2	10.2066481074478	9.84755852115075	9.33485426933163	9.85942607544854	10.3858624006415	10.9635463725184	0.132872388094302	-0.132074915879147	-0.759012962278102	-0.246764096479304	0.141576730288792	1.16793493974332	-0.606987687871918	0.181091627128917	0.999354675409622	FALSE
3793	D4ADA1	Fibcd1	Fibrinogen C domain containing 1 (Predicted)	tr|D4ADA1|D4ADA1_RAT	tr|D4ADA1|D4ADA1_RAT	tr|D4ADA1|D4ADA1_RAT Fibrinogen C domain containing 1 (Predicted) OS=Rattus norvegicus OX=10116 GN=Fibcd1 PE=4 SV=1	1	2	2	2	5.9	50.463	459	0	4.9093	14583000	3	10.4394153612133	10.3299084313827	10.3956412357957	10.3391819338563	10.8416429665715	10.027767800771	0.0401058251375714	0.0247411776306338	-0.0237598125361765	-0.0925420547937236	0.271823479496696	-0.093377448726219	-0.0149389285815749	0.892626961899236	0.999354675409622	FALSE
3794	D4ADD3	Hecw2	HECT, C2 and WW domain-containing E3 ubiquitin protein ligase 2	tr|D4ADD3|D4ADD3_RAT;tr|F1M3F2|F1M3F2_RAT;tr|D3ZCF5|D3ZCF5_RAT;tr|A0A0G2K612|A0A0G2K612_RAT	tr|D4ADD3|D4ADD3_RAT	tr|D4ADD3|D4ADD3_RAT HECT, C2 and WW domain-containing E3 ubiquitin protein ligase 2 OS=Rattus norvegicus OX=10116 GN=Hecw2 PE=1 SV=1	4	9	8	7	5.5	176.51	1578	0	17.198	146910000	11	14.7938064914558	14.6396798604089	14.9198409726438	14.7260052311286	14.85355323331	14.4040771362412	0.0807761426424148	0.0207917939191753	0.186719111574256	-0.0194395702590662	-0.029987066502504	-0.0307889259936693	0.122834203630362	0.0647000831032032	0.999354675409622	FALSE
3795	D4ADD7	Glrx5	Glutaredoxin 5	tr|D4ADD7|D4ADD7_RAT	tr|D4ADD7|D4ADD7_RAT	tr|D4ADD7|D4ADD7_RAT Glutaredoxin 5 OS=Rattus norvegicus OX=10116 GN=Glrx5 PE=1 SV=1	1	3	3	3	29.6	16.432	152	0	42.602	839270000	9	14.1238789031853	14.519021895622	14.8149328836906	14.3828266380549	14.8994041307581	13.2983490156582	-0.357233166697772	0.132052108062551	0.313729301551378	-0.130699884402442	0.24778210987592	-0.904598767646402	0.292021595029694	0.394829419052991	0.999354675409622	FALSE
3796	D4ADD8	Dctn6	Dynactin 6 (Predicted), isoform CRA_b	tr|D4ADD8|D4ADD8_RAT	tr|D4ADD8|D4ADD8_RAT	tr|D4ADD8|D4ADD8_RAT Dynactin 6 (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Dctn6 PE=1 SV=1	1	4	4	4	22.6	20.666	190	0	9.8788	305350000	6	14.8656366240562	14.8187818722754	14.9732489204838	14.9574195011391	15.1629813156955	14.6443632981151	-0.0579054300107479	-0.0106178994678547	0.0296153541607034	0.00146299449786746	0.068929310629486	-0.00101446937332489	-0.0360952703573092	0.471540900005488	0.999354675409622	FALSE
3797	D4ADE5	Setd7	Histone-lysine N-methyltransferase SETD7	tr|D4ADE5|D4ADE5_RAT	tr|D4ADE5|D4ADE5_RAT	tr|D4ADE5|D4ADE5_RAT Histone-lysine N-methyltransferase SETD7 OS=Rattus norvegicus OX=10116 GN=Setd7 PE=1 SV=1	1	6	6	6	18.6	40.507	366	0	31.486	223080000	8	15.7234209729569	15.7271227537628	15.8631457366235	15.8409991487157	15.9708922902521	15.3944291992586	-0.0810434570991335	0.016800606030373	0.0385897943112779	0.00412026608536276	-0.00408209080303379	-0.131870944218966	0.0353932373930514	0.575923215499196	0.999354675409622	FALSE
3798	D4ADF5	Pdcd5	Programmed cell death 5	tr|D4ADF5|D4ADF5_RAT	tr|D4ADF5|D4ADF5_RAT	tr|D4ADF5|D4ADF5_RAT Programmed cell death 5 OS=Rattus norvegicus OX=10116 GN=Pdcd5 PE=1 SV=1	1	6	6	4	53.6	14.204	125	0	16.802	153910000	7	13.6795900568273	13.9868197641735	13.8916887859486	13.5821419816588	14.0756462731535	13.6162042098543	-0.203353994955799	0.198017994713977	-0.0113467780907442	-0.333216522698644	0.0221922703712765	0.0114244446496349	0.0943056764483887	0.5186414766594	0.999354675409622	FALSE
3799	D4ADG2	Iba57	IBA57, iron-sulfur cluster assembly	tr|D4ADG2|D4ADG2_RAT	tr|D4ADG2|D4ADG2_RAT	tr|D4ADG2|D4ADG2_RAT IBA57, iron-sulfur cluster assembly OS=Rattus norvegicus OX=10116 GN=Iba57 PE=1 SV=1	1	6	6	6	24	38.673	358	0	129.33	363920000	8	14.704119788513	14.5509872145215	14.6451517791846	14.7222205165893	14.8523344319864	14.6103328019111	0.01832360365302	-0.0406666880148365	-0.0607359179316191	0.00400987915503115	-0.00397170387270218	0.202700903629589	-0.0952726937351179	0.216376994287039	0.999354675409622	FALSE
3800	D4ADQ1	Rrm2b	Ribonucleotide reductase M2 B (TP53 inducible) (Predicted)	tr|D4ADQ1|D4ADQ1_RAT	tr|D4ADQ1|D4ADQ1_RAT	tr|D4ADQ1|D4ADQ1_RAT Ribonucleotide reductase M2 B (TP53 inducible) (Predicted) OS=Rattus norvegicus OX=10116 GN=Rrm2b PE=1 SV=3	1	2	2	2	6	40.846	351	0	2.5721	6943900	2	11.187290206735	10.9202784110258	11.1746760596882	11.2083563054292	11.4103983492431	10.892770472811	0.0140761631751428	-0.158793350210416	-0.0186294961278619	0.00272780929503136	0.0666743546840417	-0.00227928417048878	-0.0768231876572399	0.246549206115217	0.999354675409622	FALSE
3801	D4ADS4	Mgst3	Microsomal glutathione S-transferase 3	tr|D4ADS4|D4ADS4_RAT	tr|D4ADS4|D4ADS4_RAT	tr|D4ADS4|D4ADS4_RAT Microsomal glutathione S-transferase 3 OS=Rattus norvegicus OX=10116 GN=Mgst3 PE=1 SV=1	1	5	5	5	49.3	16.732	152	0	296.78	2359600000	20	16.7491099694756	16.4959174690539	16.6188443017667	16.7112905505312	16.8524563584637	16.4540743369945	0.0687178044060429	-0.0903324136920278	-0.0816393755591155	-0.00151606711262642	0.00155424239495539	0.0518464585033638	-0.0517128728769311	0.407238834743668	0.999354675409622	FALSE
3802	D4ADS9	Efr3a	EFR3 homolog A	tr|D4ADS9|D4ADS9_RAT	tr|D4ADS9|D4ADS9_RAT	tr|D4ADS9|D4ADS9_RAT EFR3 homolog A OS=Rattus norvegicus OX=10116 GN=Efr3a PE=1 SV=1	1	7	6	6	9.9	92.523	819	0	17.394	72119000	6	12.2219797612038	12.1429685868736	12.2059459397758	12.1580100184193	12.1027958967038	12.1758302033053	0.0169798823432453	0.0321109903366777	-0.0191454513410222	-0.0794043130155693	-0.272713933155895	0.248994611023145	0.0443563521624066	0.742339637976726	0.999354675409622	FALSE
3803	D4ADU2	Slc7a11	Solute carrier family 7 member 11	tr|D4ADU2|D4ADU2_RAT	tr|D4ADU2|D4ADU2_RAT	tr|D4ADU2|D4ADU2_RAT Solute carrier family 7 member 11 OS=Rattus norvegicus OX=10116 GN=Slc7a11 PE=1 SV=1	1	5	5	5	12.9	55.441	502	0	17.668	102350000	9	14.8118763783364	14.728823982589	14.9417354009605	14.9021395455158	15.0583723085591	14.6367945259405	-0.0668982592731956	-0.0558083726969331	0.0428692510946911	-0.00904954466805319	0.00908771995038216	0.0361841749094023	-0.0386865770223896	0.455554594059862	0.999354675409622	FALSE
3805	D4ADX8	Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	tr|D4ADX8|D4ADX8_RAT	tr|D4ADX8|D4ADX8_RAT	tr|D4ADX8|D4ADX8_RAT Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 OS=Rattus norvegicus OX=10116 GN=Raph1 PE=1 SV=2	1	5	5	5	4.9	136.63	1265	0	26.973	36961000	6	13.7300455028792	13.4890953154135	13.5161924778794	13.6325408765469	13.5713971393642	13.5808473985928	0.13903960385439	-0.00776830128766498	-0.0949049334016438	0.00912052494777416	-0.190118710659754	0.268005786146412	-0.0168804104231168	0.897692100546404	0.999354675409622	FALSE
