Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Prep35	Razor + unique peptides Prep35	Unique peptides Prep35	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 Prep35	Reporter intensity corrected 2 Prep35	Reporter intensity corrected 3 Prep35	Reporter intensity corrected 4 Prep35	Reporter intensity corrected 5 Prep35	Reporter intensity corrected 6 Prep35	Reporter intensity 1 Prep35	Reporter intensity 2 Prep35	Reporter intensity 3 Prep35	Reporter intensity 4 Prep35	Reporter intensity 5 Prep35	Reporter intensity 6 Prep35	Reporter intensity count 1 Prep35	Reporter intensity count 2 Prep35	Reporter intensity count 3 Prep35	Reporter intensity count 4 Prep35	Reporter intensity count 5 Prep35	Reporter intensity count 6 Prep35	Sequence coverage Prep35 [%]	Intensity	Intensity Prep35	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
tr|G3V9N1|G3V9N1_RAT;sp|Q562B5|PGAM5_RAT	tr|G3V9N1|G3V9N1_RAT;sp|Q562B5|PGAM5_RAT	12;10	12;10	12;10	tr|G3V9N1|G3V9N1_RAT RCG21137 OS=Rattus norvegicus OX=10116 GN=Pgam5 PE=1 SV=1;sp|Q562B5|PGAM5_RAT Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Rattus norvegicus OX=10116 GN=Pgam5 PE=2 SV=1	2	12	12	12	12	12	12	36.5	36.5	36.5	32	288	288;288	6.75		1	1	1	2		1	1	4		1		0	100.21	159730	140680	135640	122440	137340	174020	146140	133420	139490	124430	143020	165710	7	7	7	7	7	7	159730	140680	135640	122440	137340	174020	146140	133420	139490	124430	143020	165710	7	7	7	7	7	7	36.5	531080000	531080000	13				3736	2953;6427;6470;10969;11253;13099;19625;19626;20882;25324;25461;26065	True;True;True;True;True;True;True;True;True;True;True;True	3006;6577;6621;11256;11554;13461;20301;20302;21592;26144;26283;26917	4101;9046;9099;15441;15870;18552;27642;27643;29407;35293;35466;36327	5532;12237;12298;20815;21463;25387;37805;37806;37807;40203;47923;48148;49271	5532;12237;12298;20815;21463;25387;37805;37806;40203;47923;48148;49271		
tr|G3V9N7|G3V9N7_RAT	tr|G3V9N7|G3V9N7_RAT	2	2	2	tr|G3V9N7|G3V9N7_RAT Protein kinase C and casein kinase substrate in neurons 3 OS=Rattus norvegicus OX=10116 GN=Pacsin3 PE=1 SV=3	1	2	2	2	2	2	2	5	5	5	48.598	424	424	11											2		0	13.71	2169.7	1648.8	2073.8	2289	2026.1	2059.6	1984.8	1572.9	2102.7	2292.3	2112.8	1972	2	2	2	2	2	2	2169.7	1648.8	2073.8	2289	2026.1	2059.6	1984.8	1572.9	2102.7	2292.3	2112.8	1972	2	2	2	2	2	2	5	18753000	18753000	3				3737	8365;16942	True;True	8574;17409	11637;23682	15666;32310;32311	15666;32310		
tr|G3V9T7|G3V9T7_RAT	tr|G3V9T7|G3V9T7_RAT	4	4	4	tr|G3V9T7|G3V9T7_RAT ATPase Asna1 OS=Rattus norvegicus OX=10116 GN=Asna1 PE=1 SV=1	1	4	4	4	4	4	4	15.2	15.2	15.2	38.822	348	348	7.75							2	1	1				0	48.658	5393	4449.4	4141.5	4021.7	3774.6	4883.6	4933.8	4219.9	4277.7	4057.7	3963.3	4648.1	3	3	3	3	3	3	5393	4449.4	4141.5	4021.7	3774.6	4883.6	4933.8	4219.9	4277.7	4057.7	3963.3	4648.1	3	3	3	3	3	3	15.2	129390000	129390000	6				3738	16170;16549;27868;29349	True;True;True;True	16622;17006;28794;30320	22712;23175;38924;41026	31063;31656;31657;52833;55752;55753	31063;31656;52833;55753		
tr|G3V9U0|G3V9U0_RAT	tr|G3V9U0|G3V9U0_RAT	3	3	3	tr|G3V9U0|G3V9U0_RAT Acyl-CoA synthetase short-chain family member 2 OS=Rattus norvegicus OX=10116 GN=Acss2 PE=1 SV=1	1	3	3	3	3	3	3	5	5	5	78.887	701	701	7					1	1		1	1				0	20.292	35291	32997	34537	25364	33412	36946	32289	31322	35186	26203	34403	35295	3	3	3	3	3	3	35291	32997	34537	25364	33412	36946	32289	31322	35186	26203	34403	35295	3	3	3	3	3	3	5	41999000	41999000	5				3739	7455;8287;11940	True;True;True	7636;8493;12265	10400;11532;16808;16809	13941;15527;22754;22755;22756	13941;15527;22755		
tr|G3V9U2|G3V9U2_RAT;sp|P13437|THIM_RAT;tr|A0A0G2K642|A0A0G2K642_RAT	tr|G3V9U2|G3V9U2_RAT;sp|P13437|THIM_RAT;tr|A0A0G2K642|A0A0G2K642_RAT	20;19;18	20;19;18	20;19;18	tr|G3V9U2|G3V9U2_RAT 3-ketoacyl-CoA thiolase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Acaa2 PE=1 SV=3;sp|P13437|THIM_RAT 3-ketoacyl-CoA thiolase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Acaa2 PE=2 SV=1;tr|A0A0G2K642|A0A0G2K642_RAT 3-ketoacyl-	3	20	20	20	20	20	20	51.6	51.6	51.6	41.885	397	397;397;396	7.88			2	1	1	5	1	1	6	3	3	1	0	323.31	351450	327890	299900	322520	297200	392140	321560	310600	310550	323600	312590	373080	24	24	24	24	24	24	351450	327890	299900	322520	297200	392140	321560	310600	310550	323600	312590	373080	24	24	24	24	24	24	51.6	1027900000	1027900000	33				3740	226;3569;4256;5259;10304;10305;12937;12938;13731;16559;20630;21494;21495;22799;25607;25642;25643;27168;27935;28920	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	225;3637;4346;5372;10574;10575;13298;13299;14112;17016;17017;21336;22220;22221;23548;26443;26478;26479;28062;28864;29871	285;5034;6042;7453;14531;14532;18341;18342;19470;23185;23186;23187;29061;30235;30236;31915;35689;35734;35735;37952;37953;39007;39008;40395	387;388;389;6864;6865;6866;8257;10132;10133;19564;19565;25097;25098;25099;26685;26686;31671;31672;31673;39729;41312;41313;41314;41315;43517;48447;48504;48505;51483;51484;52936;52937;54888	389;6865;8257;10132;19564;19565;25097;25099;26686;31671;39729;41313;41314;43517;48447;48504;48505;51484;52936;54888	1082	161
tr|G3V9W0|G3V9W0_RAT;tr|G3V832|G3V832_RAT	tr|G3V9W0|G3V9W0_RAT	6;1	6;1	6;1	tr|G3V9W0|G3V9W0_RAT Centrin 2 OS=Rattus norvegicus OX=10116 GN=Cetn2 PE=1 SV=1	2	6	6	6	6	6	6	46.5	46.5	46.5	19.841	172	172;172	7.14			1	2					2	1	1		0	59.288	73729	65138	64764	48002	65004	73157	67454	61806	66259	49589	66919	69857	7	7	7	7	7	7	73729	65138	64764	48002	65004	73157	67454	61806	66259	49589	66919	69857	7	7	7	7	7	7	46.5	135620000	135620000	8				3741	5045;15166;18027;18196;18340;25577	True;True;True;True;True;True	5154;5155;15591;18561;18759;18940;26411	7160;7161;21359;25230;25490;25751;35648	9739;9740;9741;29213;34445;34795;35169;48391	9741;29213;34445;34795;35169;48391	1083	50
tr|G3V9W5|G3V9W5_RAT;sp|O88370|PI42C_RAT	tr|G3V9W5|G3V9W5_RAT;sp|O88370|PI42C_RAT	9;8	9;8	9;8	tr|G3V9W5|G3V9W5_RAT Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Rattus norvegicus OX=10116 GN=Pip4k2c PE=1 SV=1;sp|O88370|PI42C_RAT Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Rattus norvegicus OX=10116 GN=Pip4k2c PE=1 SV=1	2	9	9	9	9	9	9	23.8	23.8	23.8	47.347	421	421;420	7.33	1				1		3		2	1	1		0	68.223	64772	53401	56197	45339	52597	63049	59256	50743	57338	46422	54573	60112	8	8	8	8	8	8	64772	53401	56197	45339	52597	63049	59256	50743	57338	46422	54573	60112	8	8	8	8	8	8	23.8	184510000	184510000	9				3742	4255;6353;7226;7668;10717;12478;21671;23308;28636	True;True;True;True;True;True;True;True;True	4345;6503;7404;7856;10998;12818;22403;24073;29582	6041;8944;10108;10661;15096;17620;30460;32548;39986	8256;12109;13559;14283;20340;23931;41596;44310;54292	8256;12109;13559;14283;20340;23931;41596;44310;54292		
tr|G3V9Y1|G3V9Y1_RAT;sp|Q9JLT0|MYH10_RAT	tr|G3V9Y1|G3V9Y1_RAT;sp|Q9JLT0|MYH10_RAT	86;85	86;85	67;67	tr|G3V9Y1|G3V9Y1_RAT Myosin, heavy polypeptide 10, non-muscle, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Myh10 PE=1 SV=1;sp|Q9JLT0|MYH10_RAT Myosin-10 OS=Rattus norvegicus OX=10116 GN=Myh10 PE=1 SV=1	2	86	86	67	86	86	67	43.7	43.7	36	229	1976	1976;1976	6.12	8	7	8	7	15	9	7	11	9	7	5	4	0	323.31	859110	774160	744650	653380	739430	930210	786010	734080	765530	665210	769500	885910	76	76	76	76	76	76	859110	774160	744650	653380	739430	930210	786010	734080	765530	665210	769500	885910	76	76	76	76	76	76	43.7	2865900000	2865900000	119				3743	441;509;510;511;991;1108;1431;1509;1549;1565;1572;1911;2561;2687;2744;3007;3253;3280;3471;3490;4180;4468;4773;5984;6005;6006;6178;6467;6488;6489;8518;8519;8950;10529;10539;10579;11169;11948;11949;13086;13092;13443;13532;13738;13855;13964;14021;14198;14233;14400;14835;14940;16119;16664;16735;16736;16886;17519;17858;18259;18802;19002;19215;19471;19529;20050;20289;20314;20350;20557;20624;20681;20960;21010;21396;21736;21737;21921;24760;25786;25878;26258;27342;27414;27460;29036	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	444;511;512;513;1002;1119;1449;1532;1572;1589;1596;1950;2608;2735;2794;3062;3313;3340;3538;3557;4264;4565;4876;6115;6136;6137;6313;6618;6639;6640;8728;8729;9171;10806;10817;10858;11470;12273;12274;13448;13454;13816;13909;14119;14239;14348;14408;14590;14625;14796;15246;15357;16571;17125;17197;17198;17353;18001;18365;18831;19446;19652;19872;20144;20204;20744;20989;21014;21050;21263;21330;21389;21676;21727;22120;22469;22470;22654;25558;26626;26722;27118;28246;28322;28371;29991	606;700;701;702;1347;1496;1976;2143;2196;2220;2227;2752;3570;3571;3723;3799;3800;4233;4574;4603;4906;4926;5904;6316;6815;8458;8482;8483;8693;9095;9120;9121;12013;12014;12015;12599;14845;14860;14918;15770;16818;16819;18537;18544;19077;19193;19194;19481;19482;19621;19753;19827;20047;20048;20086;20304;20305;20890;21067;22633;23320;23401;23402;23602;24455;24456;24951;25581;26493;26760;26761;27082;27444;27521;28356;28660;28692;28740;28976;29055;29122;29550;29615;30107;30539;30540;30541;30781;30782;34495;35947;36080;36631;38198;38291;38352;40558	811;943;944;945;946;1775;1990;2684;2957;3021;3022;3055;3056;3063;3802;4855;4856;5046;5148;5149;5752;5753;6228;6261;6696;6722;8056;8601;9290;11467;11493;11494;11771;12293;12294;12324;12325;12326;16147;16148;16149;16150;16151;16939;19999;20018;20019;20104;20105;21329;22766;22767;25364;25377;25378;26122;26278;26279;26280;26281;26282;26705;26706;26891;27054;27152;27445;27446;27493;27778;27779;28599;28850;30960;31841;31947;31948;32212;33348;33349;33350;33351;34022;34023;34912;36265;36600;36601;37060;37061;37546;37647;38848;39247;39285;39356;39357;39627;39721;39808;40437;40531;41160;41692;41693;41694;42031;42032;46846;46847;48796;48959;49688;51835;51959;52045;52046;55098;55099	811;943;944;945;1775;1990;2684;2957;3022;3055;3063;3802;4855;5046;5148;5752;6228;6261;6696;6722;8056;8601;9290;11467;11493;11494;11771;12293;12325;12326;16149;16150;16939;19999;20019;20104;21329;22766;22767;25364;25378;26122;26282;26705;26891;27054;27152;27446;27493;27778;28599;28850;30960;31841;31947;31948;32212;33349;34023;34912;36265;36600;37060;37546;37647;38848;39247;39285;39356;39627;39721;39808;40437;40531;41160;41692;41694;42032;46847;48796;48959;49688;51835;51959;52045;55099		
tr|G3V9Y2|G3V9Y2_RAT	tr|G3V9Y2|G3V9Y2_RAT	1	1	1	tr|G3V9Y2|G3V9Y2_RAT Phosphatidic acid phosphatase 2a, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Plpp1 PE=1 SV=3	1	1	1	1	1	1	1	4.9	4.9	4.9	31.911	283	283	5					1								0.0031056	7.7242	2340.9	1658.7	1946	2187.6	1786	2616.2	2141.3	1581.3	1983.2	2186.3	1899	2483.8	1	1	1	1	1	1	2340.9	1658.7	1946	2187.6	1786	2616.2	2141.3	1581.3	1983.2	2186.3	1899	2483.8	1	1	1	1	1	1	4.9	5764100	5764100	1				3744	13438	True	13811	19071	26116	26116		
tr|G3V9Y9|G3V9Y9_RAT	tr|G3V9Y9|G3V9Y9_RAT	2	2	2	tr|G3V9Y9|G3V9Y9_RAT AP complex subunit sigma OS=Rattus norvegicus OX=10116 GN=Ap3s1 PE=1 SV=1	1	2	2	2	2	2	2	12.7	12.7	12.7	18.135	157	157	6.5			1							1			0	15.292	26555	24058	21314	20603	23494	26468	24295	22784	22091	20864	24330	25273	3	3	3	3	3	3	26555	24058	21314	20603	23494	26468	24295	22784	22091	20864	24330	25273	3	3	3	3	3	3	12.7	103540000	103540000	3				3745	1292;6840	True;True	1307;6998	1783;9567	2413;2414;12862	2413;12862		
tr|M0R3N4|M0R3N4_RAT	tr|M0R3N4|M0R3N4_RAT	8	8	8	tr|M0R3N4|M0R3N4_RAT Vesicle amine transport 1-like OS=Rattus norvegicus OX=10116 GN=Vat1l PE=1 SV=2	1	8	8	8	8	8	8	25.1	25.1	25.1	41.602	378	378	6.67	1		2	1					3	1		1	0	80.478	165400	153190	154170	122330	150090	177070	151330	145330	157690	125530	155320	168890	8	9	9	9	9	9	165400	153190	154170	122330	150090	177070	151330	145330	157690	125530	155320	168890	8	9	9	9	9	9	25.1	344510000	344510000	12				3746	1895;3137;12229;13313;15726;18496;22172;25724	True;True;True;True;True;True;True;True	1931;3196;12558;13683;16166;19134;22908;26563	2725;4418;17253;18906;22125;22126;26086;31112;35847	3769;6010;23416;25906;30298;30299;30300;35757;35758;42445;48652;48653	3769;6010;23416;25906;30300;35758;42445;48652		
tr|M0R3V4|M0R3V4_RAT	tr|M0R3V4|M0R3V4_RAT	2	2	2	tr|M0R3V4|M0R3V4_RAT Myeloid-derived growth factor OS=Rattus norvegicus OX=10116 GN=Mydgf PE=1 SV=2	1	2	2	2	2	2	2	15.7	15.7	15.7	17.952	166	166	6.5				1					1				0	49.219	30533	20881	19422	16219	21568	28856	27928	19837	20038	16618	22382	27445	1	1	1	1	1	1	30533	20881	19422	16219	21568	28856	27928	19837	20038	16618	22382	27445	1	1	1	1	1	1	15.7	48187000	48187000	2				3747	6654;24489	True;True	6807;25280	9315;34135	12556;46379	12556;46379		
tr|M0R402|M0R402_RAT	tr|M0R402|M0R402_RAT	3	3	3	tr|M0R402|M0R402_RAT Thioredoxin-related transmembrane protein 3 OS=Rattus norvegicus OX=10116 GN=Tmx3 PE=1 SV=2	1	3	3	3	3	3	3	7.4	7.4	7.4	52.1	459	459	7.25	1					1					2		0	30.199	12322	12007	11002	9397.8	11126	14331	11274	11371	11346	9591.9	11571	13641	3	3	3	3	3	3	12322	12007	11002	9397.8	11126	14331	11274	11371	11346	9591.9	11571	13641	3	3	3	3	3	3	7.4	161580000	161580000	4				3748	17768;22586;25189	True;True;True	18263;23330;26005	24792;31632;35125;35126	33795;43146;47703;47704	33795;43146;47703		
tr|M0R4L6|M0R4L6_RAT	tr|M0R4L6|M0R4L6_RAT	3	3	3	tr|M0R4L6|M0R4L6_RAT Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial OS=Rattus norvegicus OX=10116 GN=Gatb PE=1 SV=1	1	3	3	3	3	3	3	6.8	6.8	6.8	61.982	557	557	7.33					1		1			1			0	20.449	18762	15718	16723	16159	15328	21579	17164	14936	17095	16311	16150	20502	1	1	1	1	1	1	18762	15718	16723	16159	15328	21579	17164	14936	17095	16311	16150	20502	1	1	1	1	1	1	6.8	40813000	40813000	3				3749	1349;16826;26690	True;True;True	1366;17292;27567	1873;23521;37260	2543;32106;50543	2543;32106;50543		
tr|M0R4V4|M0R4V4_RAT;tr|A0A0G2JVD2|A0A0G2JVD2_RAT	tr|M0R4V4|M0R4V4_RAT;tr|A0A0G2JVD2|A0A0G2JVD2_RAT	8;7	6;5	6;5	tr|M0R4V4|M0R4V4_RAT Similar to solute carrier family 25 (Mitochondrial carrier; phosphate carrier), member 23, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Slc25a23 PE=1 SV=1;tr|A0A0G2JVD2|A0A0G2JVD2_RAT Solute carrier family 25 member 23 OS=Rattus norv	2	8	6	6	8	6	6	17.3	13.9	13.9	52.482	467	467;430	7.17					1	1	2	1		1			0	39.949	8538	8302.6	6918.6	7232.9	6926.5	9534.9	7812.1	7852.5	7216	7271.8	7287.1	9063.3	3	3	3	3	3	3	8538	8302.6	6918.6	7232.9	6926.5	9534.9	7812.1	7852.5	7216	7271.8	7287.1	9063.3	3	3	3	3	3	3	17.3	180190000	180190000	7				3750	8165;9606;11518;15180;15181;16424;26798;27324	True;False;False;True;True;True;True;True	8369;9860;11828;15605;15606;16881;27677;28228	11357;13613;16255;16256;21376;21377;23019;37419;38178	15272;18364;22006;22007;29233;29234;31450;50761;51802;51803	15272;18364;22007;29233;29234;31450;50761;51803		
tr|M0R5H1|M0R5H1_RAT	tr|M0R5H1|M0R5H1_RAT	38	38	38	tr|M0R5H1|M0R5H1_RAT Enhancer trap locus 4 OS=Rattus norvegicus OX=10116 GN=Etl4 PE=1 SV=2	1	38	38	38	38	38	38	22.4	22.4	22.4	214.66	1958	1958	5.4	4	11	1	4	2	3	2	1	7		2	3	0	323.31	262290	214490	228120	183460	226670	251010	239950	203870	232570	188120	233900	239780	30	30	30	30	30	30	262290	214490	228120	183460	226670	251010	239950	203870	232570	188120	233900	239780	30	30	30	30	30	30	22.4	805710000	805710000	55				3751	260;1595;2639;4491;4778;4805;5050;6009;6676;8656;9735;11375;11766;12661;14516;16015;16722;18006;18254;18325;18669;19571;19735;20208;20379;20674;21123;21470;22271;22272;22660;23137;23306;23769;25685;28378;28570;29379	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	260;1619;2688;4588;4881;4909;5160;6140;6829;8869;9993;11679;12086;13017;14914;16462;17184;18539;18825;18919;19313;20246;20416;20908;21080;21381;21841;22195;23010;23011;23407;23897;24071;24539;26522;29312;29513;30350	333;2255;3667;6343;6820;6858;7167;8486;9342;12206;12207;13813;16049;16585;17922;20444;22497;23385;25203;25575;25716;26331;27573;27824;28561;28562;28772;29112;29754;30206;31247;31248;31733;32322;32546;33107;35791;39587;39888;41064	458;3094;3095;4980;4981;8637;9296;9342;9749;9750;11498;12589;16404;16405;18660;21711;22440;24414;27975;27976;27977;27978;30761;31924;34411;34905;35119;36065;36066;37714;37715;37716;37717;37718;37719;38069;39108;39109;39395;39791;40700;41279;42633;42634;43280;44023;44307;44308;45001;48573;48574;48575;53702;54150;55800	458;3095;4980;8637;9296;9342;9749;11498;12589;16404;18660;21711;22440;24414;27977;30761;31924;34411;34905;35119;36066;37716;38069;39109;39395;39791;40700;41279;42633;42634;43280;44023;44308;45001;48573;53702;54150;55800		
tr|M0R5N4|M0R5N4_RAT	tr|M0R5N4|M0R5N4_RAT	5	5	5	tr|M0R5N4|M0R5N4_RAT Prefoldin subunit 4 OS=Rattus norvegicus OX=10116 GN=Pfdn4 PE=1 SV=2	1	5	5	5	5	5	5	36.7	36.7	36.7	15.783	139	139	4.17		2	2			1			1				0	43.849	21596	20354	19937	20168	19837	25408	19759	19299	20510	20319	20776	24189	3	3	3	3	3	3	21596	20354	19937	20168	19837	25408	19759	19299	20510	20319	20776	24189	3	3	3	3	3	3	36.7	43930000	43930000	6				3752	17;7501;12958;13243;25426	True;True;True;True;True	15;7684;13319;13608;26247	15;10458;18365;18783;35414;35415	17;14010;25130;25722;48085;48086	17;14010;25130;25722;48085		
tr|M0R5P8|M0R5P8_RAT;tr|F1M542|F1M542_RAT	tr|M0R5P8|M0R5P8_RAT;tr|F1M542|F1M542_RAT	10;9	10;9	10;9	tr|M0R5P8|M0R5P8_RAT ADAM metallopeptidase domain 22 OS=Rattus norvegicus OX=10116 GN=Adam22 PE=1 SV=2;tr|F1M542|F1M542_RAT ADAM metallopeptidase domain 22 OS=Rattus norvegicus OX=10116 GN=Adam22 PE=1 SV=3	2	10	10	10	10	10	10	16.1	16.1	16.1	85.694	775	775;739	7	1	2					2	1	2	2		1	0	126.24	89597	85995	79114	71993	81842	100700	81978	81452	81641	73147	85074	95956	11	11	11	11	11	11	89597	85995	79114	71993	81842	100700	81978	81452	81641	73147	85074	95956	11	11	11	11	11	11	16.1	236890000	236890000	16				3753	412;7229;8904;14519;14520;15325;16420;20366;23345;24557	True;True;True;True;True;True;True;True;True;True	414;7407;9122;14917;14918;15752;16877;21067;24110;25348	558;10112;12532;20447;20448;21577;23015;28759;32591;34224;34225	747;13565;16846;27981;27982;27983;29496;31446;39379;44360;46498;46499;46500;46501;46502;46503	747;13565;16846;27981;27983;29496;31446;39379;44360;46503		
tr|M0R5T4|M0R5T4_RAT	tr|M0R5T4|M0R5T4_RAT	6	3	3	tr|M0R5T4|M0R5T4_RAT Rac family small GTPase 3 OS=Rattus norvegicus OX=10116 GN=Rac3 PE=4 SV=2	1	6	3	3	6	3	3	25	14.1	14.1	21.522	192	192	8.25					1				2	1			0	27.926	21938	20456	19093	16067	18856	21575	20072	19383	19659	16411	19519	20593	2	2	2	2	2	2	21938	20456	19093	16067	18856	21575	20072	19383	19659	16411	19519	20593	2	2	2	2	2	2	25	180880000	180880000	4				3754	9406;13844;14712;14910;26237;29351	False;True;True;True;False;False	9637;14227;15118;15326;27094;30322	13293;19606;20710;20711;21024;36593;36594;41028	17891;26864;28345;28346;28799;49635;49636;55755	17891;26864;28345;28799;49635;55755		
tr|M0R5T5|M0R5T5_RAT;sp|Q9QX74|SHAN2_RAT;tr|A0A0G2K7H2|A0A0G2K7H2_RAT;tr|M0R805|M0R805_RAT;tr|A0A0U1RS17|A0A0U1RS17_RAT;tr|A0A0U1RRR2|A0A0U1RRR2_RAT;REV__tr|A0A0U1RRR2|A0A0U1RRR2_RAT;REV__tr|A0A0U1RS17|A0A0U1RS17_RAT;REV__tr|A0A0G2K7H2|A0A0G2K7H2_RAT;REV__tr|M0R805|M0R805_RAT;REV__sp|Q9QX74|SHAN2_RAT;REV__tr|M0R5T5|M0R5T5_RAT	tr|M0R5T5|M0R5T5_RAT;sp|Q9QX74|SHAN2_RAT;tr|A0A0G2K7H2|A0A0G2K7H2_RAT;tr|M0R805|M0R805_RAT	41;38;32;32;17;10;1;1;1;1;1;1	37;36;32;32;15;8;1;1;1;1;1;1	37;36;32;32;15;8;1;1;1;1;1;1	tr|M0R5T5|M0R5T5_RAT SH3 and multiple ankyrin repeat domains protein 2 OS=Rattus norvegicus OX=10116 GN=Shank2 PE=1 SV=2;sp|Q9QX74|SHAN2_RAT SH3 and multiple ankyrin repeat domains protein 2 OS=Rattus norvegicus OX=10116 GN=Shank2 PE=1 SV=2;tr|A0A0G2K7H2|A	12	41	37	37	41	37	37	25.6	24.2	24.2	200.2	1842	1842;1474;1163;1167;589;353;353;589;1163;1167;1474;1842	6.39	2	1	4	4	8	3	3	4	6	2	3	1	0	323.31	477570	321760	429530	267270	421130	364070	436830	307670	430510	280790	427610	350270	38	38	38	38	38	39	477570	321760	429530	267270	421130	364070	436830	307670	430510	280790	427610	350270	38	38	38	38	38	39	25.6	841360000	841360000	53				3755	326;499;1414;1898;1899;1990;2102;3158;3667;3938;4295;5803;5997;6030;6448;9701;11826;13324;13406;14012;15987;17599;17681;18061;18767;19036;19037;19228;20581;20788;20790;21389;21970;21977;22893;23133;23775;24358;24645;24839;25171	True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	326;502;1431;1934;1935;2035;2149;3217;3738;3739;4018;4391;5929;6128;6161;6599;9957;12147;13695;13779;14397;16434;18081;18163;18603;19411;19686;19687;19889;21287;21498;21500;22113;22705;22712;23643;23892;24545;25139;25441;25638;25987	421;422;691;1956;2729;2730;2870;3009;4445;5167;5168;5601;6104;8185;8473;8511;8512;9074;13759;16658;18920;19034;19812;22460;22461;24558;24653;25291;26454;26804;26805;27102;29003;29260;29262;30098;30845;30855;32020;32315;33114;33953;33954;34346;34606;35105	564;565;566;567;931;2652;2653;3774;3775;3969;3970;4152;4153;4154;6047;6048;7022;7023;7651;7652;8341;11081;11484;11527;11528;11529;12271;18577;22529;25923;26071;27129;30707;30708;33470;33596;34530;36218;36655;36656;37090;37091;39660;39990;39992;41150;42107;42121;43644;44016;45009;45010;45011;46133;46134;46653;46999;47683	565;931;2652;3774;3775;3970;4153;6047;7023;7651;8341;11081;11484;11527;12271;18577;22529;25923;26071;27129;30708;33470;33596;34530;36218;36655;36656;37091;39660;39990;39992;41150;42107;42121;43644;44016;45009;46133;46653;46999;47683	834	232
tr|M0R5U4|M0R5U4_RAT	tr|M0R5U4|M0R5U4_RAT	19	19	19	tr|M0R5U4|M0R5U4_RAT Adenylate cyclase 9 OS=Rattus norvegicus OX=10116 GN=Adcy9 PE=1 SV=2	1	19	19	19	19	19	19	16	16	16	151	1354	1354	7.05	2	2		2	3				5	1	3	2	0	185.92	143340	127380	124860	110470	124400	149490	131140	120830	128200	112400	129230	142520	13	13	13	13	13	13	143340	127380	124860	110470	124400	149490	131140	120830	128200	112400	129230	142520	13	13	13	13	13	13	16	334450000	334450000	22				3756	2435;2498;2635;5213;9825;10581;12046;12752;15456;15638;18017;18896;21705;23351;26420;27065;27140;27190;28064	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2484;2545;2684;5326;10085;10860;12373;13109;15888;16076;18551;19543;22437;24116;27289;27955;28033;28085;28995	3424;3500;3663;7376;13923;14920;16945;18040;21769;21770;22004;25219;26613;30497;32598;36867;37800;37912;37979;39179	4670;4769;4976;10026;18793;18794;20107;22955;24575;29768;29769;30137;34431;36420;41637;44369;44370;50003;51262;51425;51515;53161	4670;4769;4976;10026;18794;20107;22955;24575;29768;30137;34431;36420;41637;44370;50003;51262;51425;51515;53161		
