Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Prep31	Razor + unique peptides Prep31	Unique peptides Prep31	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 Prep31	Reporter intensity corrected 2 Prep31	Reporter intensity corrected 3 Prep31	Reporter intensity corrected 4 Prep31	Reporter intensity corrected 5 Prep31	Reporter intensity corrected 6 Prep31	Reporter intensity 1 Prep31	Reporter intensity 2 Prep31	Reporter intensity 3 Prep31	Reporter intensity 4 Prep31	Reporter intensity 5 Prep31	Reporter intensity 6 Prep31	Reporter intensity count 1 Prep31	Reporter intensity count 2 Prep31	Reporter intensity count 3 Prep31	Reporter intensity count 4 Prep31	Reporter intensity count 5 Prep31	Reporter intensity count 6 Prep31	Sequence coverage Prep31 [%]	Intensity	Intensity Prep31	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
tr|A0JN25|A0JN25_RAT	tr|A0JN25|A0JN25_RAT	12	1	1	tr|A0JN25|A0JN25_RAT Microtubule-associated protein OS=Rattus norvegicus OX=10116 GN=Mapt PE=1 SV=1	1	12	1	1	12	1	1	49	3.5	3.5	35.896	343	343	7.5							1	1					0	9.7433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	2				2952	649;9590;12610;13788;13790;19181;25516;26465;27644;28860;28881;31412	False;False;False;False;False;False;False;False;False;False;False;True	661;9953;13113;13114;14346;14348;19952;19953;26697;27694;28925;30209;30231;32897	984;14378;18953;18954;18955;18956;20687;20688;20689;20691;28495;28496;28497;28498;28499;38051;38052;39348;41077;41078;42833;42867;42868;46696;46697	1335;19608;19609;19610;25914;25915;25916;25917;25918;25919;25920;25921;28299;28300;28301;28304;38923;38924;38925;38926;38927;38928;38929;38930;38931;52022;52023;52024;52025;53653;53654;55976;55977;55978;58339;58384;58385;63617;63618	1335;19608;25920;28300;28304;38931;52024;53653;55978;58339;58385;63618	1462;1463	183;321
tr|A0JPL2|A0JPL2_RAT;sp|P97633|KC1A_RAT;tr|D3ZRE3|D3ZRE3_RAT	tr|A0JPL2|A0JPL2_RAT;sp|P97633|KC1A_RAT;tr|D3ZRE3|D3ZRE3_RAT	6;5;5	6;5;5	6;5;5	tr|A0JPL2|A0JPL2_RAT Casein kinase 1, alpha 1, isoform CRA_d OS=Rattus norvegicus OX=10116 GN=Csnk1a1 PE=1 SV=1;sp|P97633|KC1A_RAT Casein kinase I isoform alpha OS=Rattus norvegicus OX=10116 GN=Csnk1a1 PE=2 SV=1;tr|D3ZRE3|D3ZRE3_RAT Casein kinase I isoform	3	6	6	6	6	6	6	18.7	18.7	18.7	38.914	337	337;325;365	5.71	1	2		1					1		2		0	65.252	12013	12851	11460	13451	12054	11005	10993	12158	11904	13434	12517	10570	2	2	2	2	2	2	12013	12851	11460	13451	12054	11005	10993	12158	11904	13434	12517	10570	2	2	2	2	2	2	18.7	114350000	114350000	7				2953	310;3651;12781;13599;17350;23812	True;True;True;True;True;True	309;3771;13300;14153;18056;24943	430;431;5523;19211;20424;25968;35698	576;577;7456;26279;27933;35531;48994	576;7456;26279;27933;35531;48994		
tr|M0R3K8|M0R3K8_RAT;tr|A1EC97|A1EC97_RAT	tr|M0R3K8|M0R3K8_RAT;tr|A1EC97|A1EC97_RAT	1;1	1;1	1;1	tr|M0R3K8|M0R3K8_RAT Dual-specificity phosphatase 14-like 1 OS=Rattus norvegicus OX=10116 GN=Dusp14l1 PE=3 SV=1;tr|A1EC97|A1EC97_RAT Dual specificity phosphate 14 OS=Rattus norvegicus OX=10116 GN=Dusp14 PE=2 SV=1	2	1	1	1	1	1	1	6.1	6.1	6.1	22.309	198	198;198	5					1								0.009565	1.4131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1	13877000	13877000	1				2954	31282	True	32761	46507	63367	63367		
tr|A1L1J8|A1L1J8_RAT	tr|A1L1J8|A1L1J8_RAT	8	5	5	tr|A1L1J8|A1L1J8_RAT RAB5B, member RAS oncogene family OS=Rattus norvegicus OX=10116 GN=Rab5b PE=1 SV=1	1	8	5	5	8	5	5	47.9	33	33	23.674	215	215	7.9		1				2	1	3			2	1	0	323.31	87284	89066	81395	99523	90929	66648	79867	84318	84469	99250	93739	64490	13	13	13	13	13	13	87284	89066	81395	99523	90929	66648	79867	84318	84469	99250	93739	64490	13	13	13	13	13	13	47.9	837850000	837850000	13				2955	8408;9719;11696;19876;22888;25136;27531;32848	False;True;True;False;True;True;True;False	8731;10088;12160;20675;23992;26301;28808;34393;34394	12663;14555;17632;17633;17634;29540;34484;37541;37542;40886;40887;40888;48921;48922;48923;48924	17256;17257;19836;19837;24123;24124;24125;40346;47451;47452;47453;51361;51362;55722;55723;55724;66719;66720;66721;66722;66723;66724;66725;66726;66727;66728	17257;19837;24124;40346;47452;51361;55723;66719	52	88
tr|A1L1L6|A1L1L6_RAT	tr|A1L1L6|A1L1L6_RAT	13	13	1	tr|A1L1L6|A1L1L6_RAT Mitochondrial Rho GTPase OS=Rattus norvegicus OX=10116 GN=Rhot1 PE=1 SV=1	1	13	13	1	13	13	1	23.9	23.9	2.5	72.156	631	631	6.81	1	3		1	1		2	1	2	3	1	1	0	194.03	141470	142290	133330	150740	141750	111860	129450	134770	137880	150930	146220	107950	13	13	13	13	13	13	141470	142290	133330	150740	141750	111860	129450	134770	137880	150930	146220	107950	13	13	13	13	13	13	23.9	934620000	934620000	22				2956	665;8595;10133;12167;14717;15683;18886;19717;21637;23923;24941;28091;32248	True;True;True;True;True;True;True;True;True;True;True;True;True	677;8924;10519;12653;15324;16328;19645;20508;22683;25057;26100;29392;33763	1001;12906;12907;15266;18326;22146;23688;28102;28103;29307;32470;32471;35869;37267;41703;48012	1356;17594;17595;17596;17597;17598;20894;25056;30364;30365;32529;32530;38406;38407;40031;44419;44420;44421;49212;51020;56791;65489	1356;17596;20894;25056;30365;32530;38407;40031;44421;49212;51020;56791;65489		
tr|A1L1M0|A1L1M0_RAT;sp|P27791|KAPCA_RAT	tr|A1L1M0|A1L1M0_RAT;sp|P27791|KAPCA_RAT	17;15	17;15	6;4	tr|A1L1M0|A1L1M0_RAT Protein kinase, cAMP-dependent, catalytic, alpha OS=Rattus norvegicus OX=10116 GN=Prkaca PE=1 SV=1;sp|P27791|KAPCA_RAT cAMP-dependent protein kinase catalytic subunit alpha OS=Rattus norvegicus OX=10116 GN=Prkaca PE=1 SV=2	2	17	17	6	17	17	6	45.9	45.9	13.4	40.605	351	351;351	7.14	1	1		2		5	2	2	5	3	1		0	212.58	127280	132620	118870	143500	126420	91824	116470	125500	123510	143100	130520	88881	15	15	15	15	15	15	127280	132620	118870	143500	126420	91824	116470	125500	123510	143100	130520	88881	15	15	15	15	15	15	45.9	4613800000	4613800000	25				2957	4753;7540;9077;9078;9205;9483;11377;14294;15622;16388;16471;21800;23153;23154;28490;32199;32203	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	4925;7833;9421;9422;9552;9843;11830;14867;16266;17049;17134;22853;24271;24272;29815;33712;33716	7321;11412;13569;13570;13744;14220;17180;21457;23598;24599;24600;24703;24704;32718;32719;32720;34842;34843;34844;42312;47939;47943	10051;15589;18480;18481;18482;18483;18711;19402;23546;29345;32414;33725;33726;33857;33858;44732;44733;44734;47911;47912;47913;57668;57669;65390;65394	10051;15589;18480;18483;18711;19402;23546;29345;32414;33725;33857;44733;47912;47913;57668;65390;65394		
tr|A2VD14|A2VD14_RAT;tr|A0A096MIV5|A0A096MIV5_RAT	tr|A2VD14|A2VD14_RAT;tr|A0A096MIV5|A0A096MIV5_RAT	2;1	2;1	2;1	tr|A2VD14|A2VD14_RAT ATP-binding cassette subfamily F member 2 OS=Rattus norvegicus OX=10116 GN=Abcf2 PE=1 SV=1;tr|A0A096MIV5|A0A096MIV5_RAT ATP-binding cassette subfamily F member 2 OS=Rattus norvegicus OX=10116 GN=Abcf2 PE=1 SV=1	2	2	2	2	2	2	2	4	4	4	71.426	624	624;627	10										2			0	4.5167	24825	28022	23162	30038	25850	17973	22718	26475	24260	29853	26691	17427	2	2	2	2	2	2	24825	28022	23162	30038	25850	17973	22718	26475	24260	29853	26691	17427	2	2	2	2	2	2	4	104600000	104600000	2				2958	7815;8004	True;True	8115;8313	11786;12099	16065;16499	16065;16499		
tr|A4GW50|A4GW50_RAT;tr|G3V9Q4|G3V9Q4_RAT	tr|A4GW50|A4GW50_RAT	4;1	4;1	4;1	tr|A4GW50|A4GW50_RAT Non-specific serine/threonine protein kinase OS=Rattus norvegicus OX=10116 GN=Stk38l PE=1 SV=1	2	4	4	4	4	4	4	8.2	8.2	8.2	53.758	464	464;465	7	1							2			1		0	16.812	33907	36397	31038	37335	34273	30031	31028	34412	32378	37262	35503	28880	4	4	4	4	4	4	33907	36397	31038	37335	34273	30031	31028	34412	32378	37262	35503	28880	4	4	4	4	4	4	8.2	94172000	94172000	5				2959	7475;15209;23919;25763	True;True;True;True	7768;15835;25053;26953	11334;22991;35864;38388	15499;31584;49207;52457;52458	15499;31584;49207;52458		
tr|A5HYB9|A5HYB9_CLOBH	tr|A5HYB9|A5HYB9_CLOBH	2	2	2	tr|A5HYB9|A5HYB9_CLOBH Glyceraldehyde-3-phosphate dehydrogenase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=gap1 PE=3 SV=1	1	2	2	2	2	2	2	5.1	5.1	5.1	36.391	335	335	8				1								1	0.0042254	1.7487	7788.5	8730.9	5856.9	9040.7	8761.7	5909.5	7127.4	8228.8	6286.3	8942.8	8989.6	5736.9	1	1	1	1	1	1	7788.5	8730.9	5856.9	9040.7	8761.7	5909.5	7127.4	8228.8	6286.3	8942.8	8989.6	5736.9	1	1	1	1	1	1	5.1	43728000	43728000	2				2960	2043;30777	True;True	2120;32232	3147;45776	4315;62350	4315;62350		
tr|A5HYC1|A5HYC1_CLOBH	tr|A5HYC1|A5HYC1_CLOBH	7	7	7	tr|A5HYC1|A5HYC1_CLOBH Triosephosphate isomerase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=tpiA PE=3 SV=1	1	7	7	7	7	7	7	35.5	35.5	35.5	27.262	248	248	6.29	1				1	3		1				1	0	76.478	47146	84549	39129	95700	82835	35902	43174	79244	44500	93279	84715	35646	6	6	6	6	6	6	47146	84549	39129	95700	82835	35902	43174	79244	44500	93279	84715	35646	6	6	6	6	6	6	35.5	295860000	295860000	8				2961	631;2037;5812;5976;19852;20604;27576	True;True;True;True;True;True;True	643;2112;6030;6198;20649;21512;28857	949;3133;8959;9195;29499;30730;40959	1287;1288;4296;12343;12659;40277;41980;55815	1288;4296;12343;12659;40277;41980;55815		
tr|A5HYC3|A5HYC3_CLOBH	tr|A5HYC3|A5HYC3_CLOBH	12	12	12	tr|A5HYC3|A5HYC3_CLOBH Enolase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=eno PE=3 SV=1	1	12	12	12	12	12	12	40.8	40.8	40.8	46.387	431	431	6.79	1			4		1		3	2	3			0	180.58	75883	86463	64751	98954	82633	62798	69443	81584	68706	97689	85642	60683	10	10	10	10	10	10	75883	86463	64751	98954	82633	62798	69443	81584	68706	97689	85642	60683	10	10	10	10	10	10	40.8	374900000	374900000	17				2962	941;1172;2318;11985;18761;22540;25348;26216;28675;30971;31425;33133	True;True;True;True;True;True;True;True;True;True;True;True	962;1195;2403;12462;19519;23630;26520;27437;30010;30011;32432;32910;34695	1364;1718;3514;18061;27944;33820;37802;39039;42568;42569;42570;46037;46713;49350	1820;2314;2315;4804;4805;24706;38212;46450;51709;53287;58011;58012;58013;58014;62702;63639;67294	1820;2315;4805;24706;38212;46450;51709;53287;58014;62702;63639;67294	1464	97
tr|A5HZD4|A5HZD4_CLOBH	tr|A5HZD4|A5HZD4_CLOBH	1	1	1	tr|A5HZD4|A5HZD4_CLOBH Uncharacterized protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO0590 PE=4 SV=1	1	1	1	1	1	1	1	5.9	5.9	5.9	32.025	288	288	8								1					0.0042263	1.7493	7123.5	7751.1	8591	12070	9909.9	3392	6518.6	7357.3	8814.6	11949	10129	3423.5	1	1	1	1	1	1	7123.5	7751.1	8591	12070	9909.9	3392	6518.6	7357.3	8814.6	11949	10129	3423.5	1	1	1	1	1	1	5.9	217070000	217070000	1				2963	10612	True	11023	16012	21934	21934		
tr|A5HZM6|A5HZM6_CLOBH	tr|A5HZM6|A5HZM6_CLOBH	1	1	1	tr|A5HZM6|A5HZM6_CLOBH DNA helicase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=pcrA PE=3 SV=1	1	1	1	1	1	1	1	1.6	1.6	1.6	103.71	884	884	6						1							1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	185810000	185810000	1	+			2964	17065	True	17763	25609	35068	35068	1465	835
tr|A5HZU1|A5HZU1_CLOBH	tr|A5HZU1|A5HZU1_CLOBH	1	1	1	tr|A5HZU1|A5HZU1_CLOBH Putative phage-related protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO0748 PE=4 SV=1	1	1	1	1	1	1	1	15	15	15	12.47	113	113	6						1							0	3.0627	1892.5	1938.6	1925.3	2298.7	2073.9	1946.9	1731.7	1837.5	1984.1	2294.4	2154.8	1868.3	1	1	1	1	1	1	1892.5	1938.6	1925.3	2298.7	2073.9	1946.9	1731.7	1837.5	1984.1	2294.4	2154.8	1868.3	1	1	1	1	1	1	15	45260000	45260000	1				2965	11219	True	11665	16961	23267	23267		
tr|A5HZZ4|A5HZZ4_CLOBH	tr|A5HZZ4|A5HZZ4_CLOBH	19	19	19	tr|A5HZZ4|A5HZZ4_CLOBH Hemagglutinin component of the neurotoxin complex OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=ha70 PE=1 SV=1	1	19	19	19	19	19	19	36.1	36.1	36.1	71.39	626	626	7.09		3	2	1		2	4	2	5		2	2	0	323.31	179020	246480	133610	262290	248740	140230	163870	231570	147460	257430	254460	137230	17	17	16	17	17	17	179020	246480	133610	262290	248740	140230	163870	231570	147460	257430	254460	137230	17	17	16	17	17	17	36.1	681780000	681780000	26				2966	1402;3140;3341;3446;3854;9267;9387;9827;14429;15128;18022;21809;21967;23546;23870;23952;27386;30644;31312	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1438;3245;3453;3559;3981;9616;9738;10199;15021;15749;18755;22862;23034;24672;25001;25088;28652;32089;32792	2118;4679;4680;4978;5113;5829;5830;13831;14036;14798;21731;22846;26985;32731;33033;33034;35316;35317;35784;35958;40612;45591;46554	2856;6317;6318;6721;6896;6897;7835;7836;18826;19151;20261;29778;31383;36949;44749;45373;45374;48478;48479;49104;49356;55306;62102;62103;63427;63428	2856;6318;6721;6897;7835;18826;19151;20261;29778;31383;36949;44749;45374;48478;49104;49356;55306;62102;63427		
tr|A5HZZ5|A5HZZ5_CLOBH	tr|A5HZZ5|A5HZZ5_CLOBH	4	4	4	tr|A5HZZ5|A5HZZ5_CLOBH Hemagglutinin component of the neurotoxin complex OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=ha17 PE=1 SV=1	1	4	4	4	4	4	4	37.7	37.7	37.7	17.034	146	146	9.25					1				1		1	1	0	88.706	38246	45441	30193	46671	47146	28516	35002	42809	32431	46197	48166	27813	5	5	5	5	5	5	38246	45441	30193	46671	47146	28516	35002	42809	32431	46197	48166	27813	5	5	5	5	5	5	37.7	103140000	103140000	5				2967	14783;25644;26098;33063	True;True;True;True	15396;26831;27301;34618	22293;38217;38839;49256	30606;52233;52234;53030;67165	30606;52233;53030;67165		
tr|A5HZZ6|A5HZZ6_CLOBH	tr|A5HZZ6|A5HZZ6_CLOBH	5	5	5	tr|A5HZZ6|A5HZZ6_CLOBH Hemagglutinin component of the neurotoxin complex OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=ha33 PE=1 SV=1	1	5	5	5	5	5	5	29.4	29.4	29.4	33.872	293	293	4		1	2	1	1		1						0	109.63	11695	17141	9646.1	16869	16473	9836.4	10705	16105	10537	16621	16849	9591.9	3	4	3	4	4	3	11695	17141	9646.1	16869	16473	9836.4	10705	16105	10537	16621	16849	9591.9	3	4	3	4	4	3	29.4	301250000	301250000	9				2968	4114;8678;19489;22056;31627	True;True;True;True;True	4256;9010;20270;23128;33119	6217;13015;28944;33142;33143;46991	8379;8380;17732;39515;45521;45522;45523;63996;63997	8379;17732;39515;45523;63997		
tr|A5HZZ8|A5HZZ8_CLOBH	tr|A5HZZ8|A5HZZ8_CLOBH	2	2	2	tr|A5HZZ8|A5HZZ8_CLOBH Type A progenitor toxin nontoxic-nonha OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=ntnH PE=4 SV=1	1	2	2	2	2	2	2	2.7	2.7	2.7	138.09	1193	1193	8				1								1	0	70	5841.4	7915.6	4578.1	9656	10473	4366.7	5346.8	7441.7	5037.6	9481.6	10597	4346.2	2	2	2	2	2	2	5841.4	7915.6	4578.1	9656	10473	4366.7	5346.8	7441.7	5037.6	9481.6	10597	4346.2	2	2	2	2	2	2	2.7	17226000	17226000	2				2969	8703;16892	True;True	9036;17568	13046;25304	17777;34633	17777;34633		
tr|A5I0R7|A5I0R7_CLOBH	tr|A5I0R7|A5I0R7_CLOBH	1	1	1	tr|A5I0R7|A5I0R7_CLOBH Uncharacterized protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO1074 PE=4 SV=1	1	1	1	1	1	1	1	12.7	12.7	12.7	14.137	126	126	2		1											1	-2	3661.4	3351.9	2802.5	2991.6	2347	5355.2	3349.9	3171.7	2924.2	2995.7	2570.1	5049	1	1	1	1	1	1	3661.4	3351.9	2802.5	2991.6	2347	5355.2	3349.9	3171.7	2924.2	2995.7	2570.1	5049	1	1	1	1	1	1	12.7	30278000	30278000	1	+			2970	20591	True	21496	30703	41945	41945	1466;1467	1;6
tr|A5I0S4|A5I0S4_CLOBH	tr|A5I0S4|A5I0S4_CLOBH	4	4	4	tr|A5I0S4|A5I0S4_CLOBH Putative chitinase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO1081 PE=4 SV=1	1	4	4	4	4	4	4	10.4	10.4	10.4	57.568	530	530	8.5					1			1	1			1	0	11.136	8477.4	13184	6331.9	13653	14244	6863.7	7761.2	12368	7136.3	13389	14469	6772	2	2	2	2	2	2	8477.4	13184	6331.9	13653	14244	6863.7	7761.2	12368	7136.3	13389	14469	6772	2	2	2	2	2	2	10.4	82432000	82432000	7				2971	2128;4235;12210;15117	True;True;True;True	2207;4380;12698;15737	3260;6534;18384;22822	4467;4468;9002;9003;25132;31344;31345	4467;9002;25132;31345		
tr|A5I141|A5I141_CLOBH	tr|A5I141|A5I141_CLOBH	1	1	1	tr|A5I141|A5I141_CLOBH Tyrosine--tRNA ligase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=tyrZ PE=3 SV=1	1	1	1	1	1	1	1	3.2	3.2	3.2	45.361	400	400	7							1						1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	36890000	36890000	1	+			2972	16114	True	16769	24248	33252	33252	1468	102
tr|A5I170|A5I170_CLOBH	tr|A5I170|A5I170_CLOBH	1	1	1	tr|A5I170|A5I170_CLOBH Putative exported protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO1232 PE=4 SV=1	1	1	1	1	1	1	1	2.8	2.8	2.8	40.629	354	354	6						1							1	-2	23267	27587	21489	25349	27443	14519	21293	26037	22579	25393	27881	14253	1	1	1	1	1	1	23267	27587	21489	25349	27443	14519	21293	26037	22579	25393	27881	14253	1	1	1	1	1	1	2.8	181440000	181440000	1	+			2973	11447	True	11903	17292	23693	23693	1469	263
tr|A5I193|A5I193_CLOBH	tr|A5I193|A5I193_CLOBH	1	1	1	tr|A5I193|A5I193_CLOBH NADP-dependent glyceraldehyde-3-phosphate dehydrogenase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=gapN PE=3 SV=1	1	1	1	1	1	1	1	2.1	2.1	2.1	52.902	486	486	11											1		1	-2	38521	40532	29936	40730	41535	23600	35249	38258	31731	40513	42362	23086	1	1	1	1	1	1	38521	40532	29936	40730	41535	23600	35249	38258	31731	40513	42362	23086	1	1	1	1	1	1	2.1	69857000	69857000	1	+			2974	659	True	671	995	1348	1348	1470	95
tr|A5I1A1|A5I1A1_CLOBH	tr|A5I1A1|A5I1A1_CLOBH	3	3	3	tr|A5I1A1|A5I1A1_CLOBH Glycine/sarcosine/betaine reductase complex component C beta subunit OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=grdC PE=4 SV=1	1	3	3	3	3	3	3	6.2	6.2	6.2	55.557	512	512	7.33		1							1		1		0	9.4313	18778	24092	16310	23329	21065	16299	17187	22691	17444	23114	21759	15739	2	2	2	2	2	2	18778	24092	16310	23329	21065	16299	17187	22691	17444	23114	21759	15739	2	2	2	2	2	2	6.2	26842000	26842000	3				2975	2563;21246;21256	True;True;True	2652;22281;22291	3839;31931;31941	5225;43700;43710	5225;43700;43710		
tr|A5I1C3|A5I1C3_CLOBH	tr|A5I1C3|A5I1C3_CLOBH	2	2	2	tr|A5I1C3|A5I1C3_CLOBH Xanthine dehydrogenase, FAD-binding subunit OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=xdhB2 PE=4 SV=1	1	2	2	2	2	2	2	8.8	8.8	8.8	32.625	294	294	9.5									1	1			0	2.8954	30467	31657	28599	39519	34075	18075	27878	29961	29786	39177	34975	17741	2	2	2	2	2	2	30467	31657	28599	39519	34075	18075	27878	29961	29786	39177	34975	17741	2	2	2	2	2	2	8.8	259680000	259680000	2				2976	21155;21557	True;True	22183;22602	31751;32338	43451;44212	43451;44212	1471;1472	192;197
tr|A5I1G0|A5I1G0_CLOBH	tr|A5I1G0|A5I1G0_CLOBH	2	2	2	tr|A5I1G0|A5I1G0_CLOBH Putative rubrerythrin OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=rbr PE=4 SV=1	1	2	2	2	2	2	2	9.2	9.2	9.2	22.363	195	195	6				1				1					0.0064905	1.5795	10147	14168	8361.6	14268	12871	9254.6	9288.3	13321	9117.6	14050	13270	8961.5	1	1	1	1	1	1	10147	14168	8361.6	14268	12871	9254.6	9288.3	13321	9117.6	14050	13270	8961.5	1	1	1	1	1	1	9.2	25663000	25663000	2				2977	25186;33433	True;True	26352;35006	37599;50049	51429;68306	51429;68306		
tr|A5I1L6|A5I1L6_CLOBH	tr|A5I1L6|A5I1L6_CLOBH	1	1	1	tr|A5I1L6|A5I1L6_CLOBH Putative reductase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO1385 PE=4 SV=1	1	1	1	1	1	1	1	5.5	5.5	5.5	20.567	183	183	3			1										0.0080055	1.4741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	7770900	7770900	1				2978	24255	True	25397	36348	49862	49862		
tr|A5I1Q6|A5I1Q6_CLOBH	tr|A5I1Q6|A5I1Q6_CLOBH	1	1	1	tr|A5I1Q6|A5I1Q6_CLOBH Uncharacterized protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO1425 PE=4 SV=1	1	1	1	1	1	1	1	13.9	13.9	13.9	8.1022	72	72	6		2						1				1	1	-2	66156	64095	52351	63459	76333	38247	60531	60606	54856	63625	77163	37655	4	4	4	4	4	4	66156	64095	52351	63459	76333	38247	60531	60606	54856	63625	77163	37655	4	4	4	4	4	4	13.9	1078300000	1078300000	4	+			2979	20350	True	21198;21199	30250;30251;30252;30253	41296;41297;41298;41299	41296	1473	18
tr|A5I1S5|A5I1S5_CLOBH	tr|A5I1S5|A5I1S5_CLOBH	1	1	1	tr|A5I1S5|A5I1S5_CLOBH Neutral metalloproteinase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO1446 PE=3 SV=1	1	1	1	1	1	1	1	3.8	3.8	3.8	65.153	580	580	5					1								0	9.0209	1115.2	1512.8	731.65	1710.1	1678.1	1107.2	1020.7	1420.1	826.81	1671.9	1719.9	1075.9	1	1	1	1	1	1	1115.2	1512.8	731.65	1710.1	1678.1	1107.2	1020.7	1420.1	826.81	1671.9	1719.9	1075.9	1	1	1	1	1	1	3.8	3977300	3977300	1				2980	9270	True	9619	13834	18829	18829		
tr|A5I1T1|A5I1T1_CLOBH	tr|A5I1T1|A5I1T1_CLOBH	1	1	1	tr|A5I1T1|A5I1T1_CLOBH Ribosome-binding ATPase YchF OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=ychF PE=3 SV=1	1	1	1	1	1	1	1	3	3	3	40.597	365	365	9									1				0	21.458	38461	39256	34202	41674	38475	31010	35193	37138	35631	41573	39747	29904	1	1	1	1	1	1	38461	39256	34202	41674	38475	31010	35193	37138	35631	41573	39747	29904	1	1	1	1	1	1	3	78572000	78572000	1				2981	17549	True	18261	26271	35970	35970		
